"HAWES JUNCTION (MOORLAND COTTAGE)",,,,,,,,,,,,
Grid ref,SD807923,Long,-2.298252,Lat,54.325905,,,,,,,
Station no,3423/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.28,5.03,2.74,6.45,5.26,4.77,10.93,6.46,4.39,7.68,,
February,5.53,1.25,4.25,3.48,2.97,2.28,5.38,9.22,2.10,7.82,,
March,6.25,4.68,1.98,4.00,1.95,3.55,6.03,1.62,4.29,2.14,,
April,4.85,2.93,3.96,2.17,2.66,2.10,1.12,2.03,4.90,5.57,,
May,2.73,3.40,2.42,5.01,6.25,3.70,3.60,6.76,4.05,2.20,,
June,2.57,4.63,3.40,5.21,3.81,3.52,2.01,4.49,4.62,3.54,,
July,3.08,2.89,8.67,8.15,2.35,5.44,6.90,6.03,4.41,10.60,,
August,6.17,7.29,8.05,7.15,1.57,11.13,9.38,7.69,1.23,3.14,,
September,5.94,5.90,8.41,11.40,3.89,4.34,6.76,6.96,1.24,4.36,,
October,2.33,6.72,2.92,15.95,4.74,5.05,9.84,5.97,7.29,5.16,,
November,12.65,2.79,9.30,12.06,3.03,2.66,2.18,1.45,9.14,12.39,,
December,16.36,5.31,3.35,13.02,11.89,8.29,7.38,5.10,12.55,8.70,,
Total,75.74,52.82,59.45,94.05,50.37,56.83,71.51,63.78,60.21,73.30,,
Calc annual,75.74,52.82,59.45,94.05,50.37,56.83,71.51,63.78,60.21,73.30,,
Difference,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,-0.00,-0.00,0.00,,
