ROTHWELL-LODDINGTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SP816783,Long,-0.8012,Lat,52.3969,Elevation,400,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,1.02,4.1,1.08,1.19,0.93,1.82,0.71,3.44,3.31,1.03,2.38,1.56,1.87,2.27,4.31,2.55,2.28,3.74,1.16,2.01,1.13,2.9,2.05,3.49,1.17,2.77,1.5,1.19,1.28,1.63,1.05,3.67,3.17,,5.53,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,0.71,2.2,1.29,1.01,0.32,2.72,1.31,1.74,0.72,0.99,2.52,3.52,0.92,1.42,3.1,0.81,0.31,2.2,4.12,0.55,2.31,3.32,2.74,1.52,0.66,0.74,2.69,0.38,2.53,0.44,1.45,2.26,2.63,,0.8,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,2.8,1.82,1.06,2.86,3.11,0.75,2,2.16,2.77,2.46,0.87,4.56,1.19,0.7,4.23,2.33,0.99,1.64,1.91,0.74,1.01,0.45,1.92,1.43,0.19,1.69,0.19,1.4,2.69,1.34,0.6,1.59,3.29,,1.77,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,2.03,0.56,2.86,3.53,1.59,1.35,0.78,0.17,2.65,1.07,0.78,1.08,1.42,3.41,2.11,4.62,0.96,3.41,1.9,3.38,1.82,1.52,1.72,1.27,1.7,2.41,3.52,3.1,0.66,1.76,3.86,1.55,3.18,,1.99,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,1.11,1.76,4.87,1.22,1.5,2.48,2.38,1.9,1.66,1.03,1.78,1.62,2.26,1.54,1.48,1.69,1.95,1.12,0.93,3.75,3.92,2.14,0.62,1.19,1.35,2.88,2.29,4.5,1.18,0.74,1.03,0.84,3.42,,0.88,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,3.5,4.37,2.08,1.44,3.84,0.8,1.71,3.15,0.63,2.81,0.54,1.67,3.55,0.5,0.89,1.62,0.63,0.98,0.57,1.43,0.04,1.94,3.81,2.81,1.05,1.4,1.95,0.43,1.95,0.72,3.34,4.19,2.71,,1.66,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,1.75,0.91,2.89,3.41,3.14,2.06,0.19,5.1,2.21,1.97,4.75,1.71,1.3,3.18,2.68,3.33,0.17,3.41,3.19,2.71,1.81,1.68,2.34,2.21,1.66,3.51,2.94,3.48,2.63,1.59,0.99,5.22,1.97,,2.73,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,3.17,1.08,2.34,2.87,2.32,1.87,1.42,7.6,1.43,1.83,1.93,3.36,5.57,1.18,2.43,1.41,2.69,5.47,2.06,1.96,1.75,1.32,3.82,2.19,1.03,2.49,3.5,1.94,0.89,1.41,1.1,0.65,1.36,,4.13,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,1.99,2.2,1.31,0.63,1.63,2.43,0.69,1.8,1.15,1.93,1.12,1.29,1.01,1.75,4.27,1.64,1.95,0.94,1.93,3,2.75,2.9,1.28,4.75,1.07,0.82,4.86,2.68,2.63,2,1.59,2.94,2.08,1.28,,0.77,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,0.77,1.06,4.87,4.36,1.16,3.12,1.94,2.43,2.61,3.29,2.61,1.58,2.6,3.09,1.42,1.62,1.37,1.38,0.85,4,4.36,3.46,2.25,2,4.26,2.86,1.67,0.36,3.37,2.25,1.28,2.95,1.77,2.67,,4.55,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,1.22,2.92,4.35,2.38,0.73,0.74,3.66,2.72,1.75,2.31,2,2.64,3.08,1.04,2.22,2.13,1.23,1.68,1.23,1.83,2.09,2.04,3.46,3.22,2.7,4.7,2.95,2.19,2.04,1.82,1.98,4.14,2.21,1.58,,3.35,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,1.79,1.05,2.51,3.53,1.73,3.7,6.1,3.47,3,0.67,5.04,4.45,3.38,0.8,2.04,3.92,2.05,1.61,2.08,2.4,2.38,2.48,0.61,2.22,2.42,4.58,2.54,1.01,0.74,0.4,4.14,2.96,1.57,2.56,,1.53,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,23.32,29.84,29.37,22.78,26.74,26.24,20.92,33.77,23.58,23.96,25.51,29.15,24.76,24.15,30.54,24.96,15.59,28.06,27.07,28.11,24.67,22.87,31.21,26.56,21.77,29.91,24.82,25.2,20.28,18.62,26.41,27.6,29.82,,29.69,26.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
