BLACKPOOL HOSPITAL SANATORIUM,,,,,,,,,,,,
Grid ref,SD316370,Long,-3.040595,Lat,53.824748,,,,,,,
Station no,RR6775,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,4.17,1.56,2.26,3.27,,1.63,4.58,1.36,,,,
February,3.53,1.71,1.81,2.59,,1.34,3.44,1.56,,,,
March,0.64,3.26,2.11,3.55,,2.76,2.66,2.65,,,,
April,1.71,2.00,1.42,1.45,,2.63,1.15,1.69,,,,
May,1.71,1.17,2.61,3.09,,0.58,3.84,2.93,,,,
June,2.19,1.88,1.31,1.98,,2.07,1.41,5.53,,,,
July,1.24,1.44,2.65,4.06,,1.56,1.89,2.42,,,,
August,5.69,3.64,2.37,4.80,,3.91,3.01,4.01,,,,
September,2.25,1.16,0.92,5.57,,2.93,0.99,0.89,,,,
October,5.93,3.04,3.70,8.27,,2.92,5.22,4.18,,,,
November,3.42,5.14,2.77,3.95,,4.48,2.22,3.29,,,,
December,4.44,4.48,3.22,2.83,,0.86,2.90,3.59,,,,
Total,36.92,30.48,27.15,45.41,30.32,27.67,33.31,34.10,,,,
Calc annual,36.92,30.48,27.15,45.41,0.00,27.67,33.31,34.10,0.00,0.00,,
Difference,0.00,0.00,0.00,0.00,30.32,0.00,0.00,0.00,NaN,NaN,,
