"LEIGH RESERVOIR",,,,,,,,,,,,
Grid ref,ST196177,Long,-3.145997,Lat,50.953102,,,,,,,
Station no,ZZ999,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,5.83,2.80,1.70,4.02,4.29,1.03,6.01,1.25,,1.39,,
February,5.49,0.74,2.08,2.27,7.82,0.72,3.09,1.54,,0.35,,
March,1.81,3.48,1.92,3.99,2.28,5.81,1.65,0.69,,3.90,,
April,0.99,3.21,2.12,2.13,1.28,2.86,0.97,5.66,,2.82,,
May,2.29,1.02,1.68,4.54,2.11,0.43,2.69,2.72,,1.25,,
June,2.72,0.57,3.40,3.76,1.15,3.15,2.92,2.37,,3.33,,
July,1.21,3.14,2.74,2.89,3.83,1.22,0.64,1.48,,1.41,,
August,3.24,2.13,4.33,4.29,3.11,4.96,1.71,1.75,,2.10,,
September,0.56,2.83,2.58,4.25,1.61,1.89,0.69,0.31,,2.26,,
October,3.56,2.46,2.88,7.11,1.26,1.40,5.57,9.12,,5.71,,
November,5.15,1.13,5.94,2.32,2.15,4.27,3.61,3.29,,1.32,,
December,5.34,7.39,3.15,5.44,2.95,1.13,1.74,5.43,,5.22,,
Total,38.19,30.90,34.52,47.01,33.84,28.87,31.29,35.61,,31.06,,
Calc annual,38.19,30.90,34.52,47.01,33.84,28.87,31.29,35.61,0.00,31.06,,
Difference,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,NaN,-0.00,,
