"HAVERING-ATTE-BOWER FERNSIDE",,,,,,,,,,,,
Grid ref,TQ518930,Long,0.191119,Lat,51.615364,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,,1.99,2.28,1.46,3.99,1.17,1.34,0.97,,
February,,,,0.77,3.04,1.01,2.25,1.28,1.94,1.26,,
March,,,,1.95,1.79,3.56,1.39,1.13,2.39,3.07,,
April,,,,1.97,0.79,2.33,0.80,3.72,3.00,1.77,,
May,,,,2.19,2.08,0.89,2.12,1.97,1.48,1.39,,
June,,,,5.58,1.09,3.17,2.33,1.67,1.13,3.37,,
July,,,,5.15,2.47,3.65,1.76,2.00,4.84,4.11,,
August,,,,3.91,1.88,2.96,1.57,2.27,3.22,2.17,,
September,,,,2.26,1.48,3.12,2.11,0.74,1.69,2.28,,
October,,,,5.66,1.68,1.30,4.48,3.45,2.18,5.00,,
November,,,,2.31,1.93,2.80,4.54,2.71,1.22,1.11,,
December,,,,1.47,2.14,1.04,3.04,3.66,2.16,3.28,,
Total,,,,35.21,22.65,27.29,30.38,25.77,26.59,29.78,,
Calc annual,0.00,0.00,0.00,35.21,22.65,27.29,30.38,25.77,26.59,29.78,,
Difference,NaN,NaN,NaN,0.00,-0.00,-0.00,0.00,-0.00,0.00,0.00,,
