"BOSHAW WHAMS RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3182,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,,,,,,,,,3.90,,
February,,,,,,,,,,3.50,,
March,,,,,,,,,,5.50,,
April,,,,,,,,,,5.60,,
May,,,,,,,,,,0.50,,
June,,,,,,,,,,3.80,,
July,,,,,,,,,,1.80,,
August,,,,,,,,,,6.80,,
September,,,,,,,,,,5.50,,
October,,,,,,,,,,5.10,,
November,,,,,,,,,,5.90,,
December,,,,,,,,,,3.20,,
Total,,,,,,,,,,51.10,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.10,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
