NORWICH-LITERARY-INSTITUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TG280090,Long,1.367701,Lat,52.630832,Elevation,53,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,2.85,0.6,0.91,2.13,0.48,2.03,2.69,2.87,2.08,1.94,1.45,1.37,3.01,2.16,0.99,2.26,1.58,2.71,1.77,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,1.64,2.33,0.31,0.43,1.06,1.75,4.33,1.28,1,2.34,0.77,2.13,0.82,1.94,1,1.26,2.62,1.8,1.03,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,2.54,2.24,4.19,0.66,2.03,1.47,1.46,1.38,2.09,2.6,1.22,0.89,2.95,1.75,0.64,0.44,2.23,2.07,0.65,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.15,0.84,0.79,0.67,0.14,0.35,1.93,2.35,1.71,1.63,0.57,3.07,2.13,0.93,1.17,0.64,2.8,2.12,1.03,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,3.07,1.15,2.57,0.68,2.22,0.71,1.68,2.84,0.92,2.49,0.62,1.33,1.74,1.56,1.09,1.39,0.39,1.93,3.4,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,4.32,1.16,1.92,2.5,1.32,0.69,2.93,0.63,0.69,2,1.19,2.2,2.62,1.67,1.83,1.65,1.96,1.64,1.26,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.19,4.45,1.42,0.64,1.06,2.5,2.4,2.69,1.49,0.81,1.86,2.34,2.88,1.96,1.75,5.34,2.23,2.67,0.51,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,3.22,0.5,1.86,1.23,0.74,2.22,0.97,1.35,2.11,1.97,2.15,0.75,2.73,1.8,1.68,1.04,1.45,3.97,5.35,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,2.81,1.73,1.69,1.7,0.91,0,2.74,2.25,2.31,2.66,1.38,4.02,2.22,3.09,3.1,2.25,5.25,2.47,2.32,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.9,0.5,2.25,2.78,1.14,4.24,0.75,1.86,2.55,2.15,3.57,1.65,3.3,2.1,1.25,3.3,0.67,1.81,1.68,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
