NEWTON-FERRERS-(MEMBLAND),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX567480,Long,-4.0131,Lat,50.3153,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1943/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919
January,,,,,,,,3.38,2.24,1.79,5.85,3.12,2.17,2.61,4.28,4.31,1.71,4.74,1.42,6.04,5.56,3.96,2.03,4.31,5.8,2.47,6.85,1.66,1.04,2.16,4.99,1.3,4.57,8.76,1.59,,,,,
February,,,,,,,,1.02,1.05,2.85,1.54,0,3.49,6.36,2.94,0,0.59,4.85,2.47,5.01,5.6,0.9,2.27,2.52,6.6,1.11,4.5,2.15,2.88,0.53,6.04,2.45,4.2,1.62,5.35,,,,,
March,,,,,,,,1.14,4.39,4.34,2.16,4.04,1.94,0.39,2.21,3.39,4.68,5.93,1.82,1.1,2.1,3.44,3,5.13,2.34,5.72,1.82,1.3,4.45,5.37,0.77,3.2,5.85,4.72,7.67,,,,,
April,,,,,,,,1.07,1.63,1.81,3.45,1.83,1.08,0.74,3.05,2.56,0.31,5.24,2.13,3.95,1.94,4.94,2.07,2.01,1.71,3.07,2.29,6.25,3.07,2.14,2.2,2.19,0.11,4.48,1.66,,,,,
May,,,,,,,,1.08,2.32,3.1,2.14,2.8,1.29,2.91,3.13,0.63,0,1.88,3.46,2.67,1.85,1.52,2.4,1.7,3.23,0.8,3.82,3.86,2.37,1.18,2.3,0.92,2.02,3.46,2.06,,,,,
June,,,,,,,,0.79,2.93,0.67,3.35,3.12,1.37,0.88,2.72,2,2,2.56,1.75,1.09,3.85,2.59,3.36,1.36,1.52,3.76,1.62,2.84,0.35,2.15,1.89,2.82,5.43,1.13,1.29,,,,,
July,,,,,,,,2.08,4.91,3.09,4.1,3.38,1.91,3.67,5.19,3.99,2.2,0.87,0.45,1.27,0.98,1.36,2.8,3.31,5.19,0.66,1.87,1.95,2.16,2.9,4.51,1.41,3.34,0.62,5.73,,,,,
August,,,,,,,,1.56,5,3.77,3.16,7.04,3.89,1.97,3.66,3.66,1.74,4.45,3.27,1.95,2.96,1.94,2.88,3.65,3.38,4.49,2.07,1.87,3.22,2.57,4.83,1.32,9.19,1.44,2.37,,,,,
September,,,,,,,,3.72,1.02,1.69,1.1,3.08,3.05,3.2,3.43,0.76,6.36,2.97,1.3,1.93,1.68,3.99,2.71,4.06,2.3,1.83,1.58,2.14,3.39,1.04,0.41,2.82,1.81,2.62,3.59,,,,,
October,,,,,,,,3.6,2.28,5.46,1.46,9.45,4.53,3.72,5.04,4.64,3.94,1.25,6.71,2.41,2.49,1.98,3.75,7.9,3.22,1.51,4.1,6.55,3.28,6.73,6.16,4.02,5.96,3.07,3.4,,,,,
November,,,,,,,,5.44,7.76,2.5,4.53,4.17,2.79,1.82,8.02,6.13,1.35,2.01,4.12,2.53,4.97,0.51,4.31,2,2.07,5.22,3.34,4.16,1.66,1.47,4.94,5.44,2.96,4.79,4.89,,,,,
December,,,,,,,,4.29,3.76,3.75,6.1,5.44,2.16,4.72,3.89,6.24,8.25,5.33,4.52,3.88,6.7,7.31,3.63,6.12,3.79,2.01,2.68,6.22,5.76,6.62,7.57,10.42,6.36,3.09,,,,,,
Total,,,,,,,,29.17,39.29,34.82,38.94,47.47,29.67,32.99,47.56,38.31,33.13,42.08,33.42,33.83,40.68,34.44,35.21,44.07,41.15,32.65,36.54,40.95,33.63,34.86,46.61,38.31,51.8,39.8,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900 Feb Estimated for snow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914 Dec estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
