"AMBLESIDE LESKETH HOW",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,658289,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,13.23,17.20,9.20,7.39,,,,,,,,
February,9.89,0.31,8.37,12.66,,,,,,,,
March,10.36,12.90,5.47,3.24,,,,,,,,
April,6.92,1.96,3.46,6.00,,,,,,,,
May,8.87,5.07,4.47,5.14,,,,,,,,
June,4.08,0.45,4.16,2.70,,,,,,,,
July,9.08,4.83,8.83,5.98,,,,,,,,
August,5.05,10.23,7.22,15.62,,,,,,,,
September,4.65,2.54,5.90,9.74,,,,,,,,
October,3.48,4.45,2.64,15.94,,,,,,,,
November,6.72,4.59,4.53,13.20,,,,,,,,
December,8.64,14.94,11.69,9.64,,,,,,,,
Total,90.97,79.47,75.94,107.25,,,,,,,,
Calc annual,90.97,79.47,75.94,107.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Difference,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
