"TORSIDE RESERVOIR (NEW G. OLD SITE)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2749,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,8.37,5.20,2.84,,,,,,,,,
February,7.11,0.43,7.21,,,,,,,,,
March,0.60,3.10,3.45,,,,,,,,,
April,6.23,5.30,1.95,,,,,,,,,
May,2.67,4.59,1.74,,,,,,,,,
June,6.33,0.50,3.66,,,,,,,,,
July,5.49,6.25,4.17,,,,,,,,,
August,7.55,1.91,1.56,,,,,,,,,
September,6.08,5.33,1.72,,,,,,,,,
October,2.39,8.62,6.10,,,,,,,,,
November,5.17,4.02,2.83,,,,,,,,,
December,2.33,2.10,0.88,,,,,,,,,
Total,60.32,47.35,38.11,,,,,,,,,
Calc annual,60.32,47.35,38.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
