"PERTH (THE ACADEMY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5545/8,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,3.95,2.38,3.42,3.27,1.67,,
February,,,,,,2.66,3.16,0.67,2.82,1.80,,
March,,,,,,1.86,2.58,0.33,1.76,3.03,,
April,,,,,,0.57,1.22,0.06,1.50,2.05,,
May,,,,,,0.32,1.97,2.70,1.40,0.78,,
June,,,,,,0.62,1.35,2.44,1.78,0.61,,
July,,,,,,3.50,3.47,3.03,3.53,5.90,,
August,,,,,,1.25,4.30,1.50,,1.00,,
September,,,,,,2.80,0.95,2.75,3.80,2.11,,
October,,,,,,2.01,2.89,5.52,3.78,3.79,,
November,,,,,,1.80,0.63,4.15,4.35,4.56,,
December,,,,,,3.66,2.32,2.35,1.24,2.33,,
Total,,,,,,25.00,27.22,28.92,29.23,29.63,,
Calc annual,0.00,0.00,0.00,0.00,0.00,25.00,27.22,28.92,29.23,29.63,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,,
