"LLANUWCHLLYN (PLASDEON)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4324/1,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,,,,,,8.84,9.29,12.17,8.09,3.00,,
February,,,,,,3.82,10.00,3.07,7.20,4.33,,
March,,,,,,3.74,5.60,3.79,3.96,4.98,,
April,,,,,,2.19,3.51,0.41,2.79,4.35,,
May,,,,,,2.07,2.16,3.61,1.22,2.24,,
June,,,,,6.76,5.95,2.41,6.17,3.61,1.21,,
July,,,,,1.92,7.84,1.92,6.32,10.41,5.54,,
August,,,,,2.64,1.88,1.53,4.93,3.60,1.79,,
September,,,,,10.48,6.18,2.29,2.03,1.92,6.41,,
October,,,,,12.39,5.59,3.38,12.33,3.12,9.36,,
November,,,,,7.60,8.86,1.84,9.23,13.27,13.25,,
December,,,,,4.51,11.54,4.83,8.04,6.03,6.54,,
Total,,,,,,68.50,48.76,72.10,65.22,63.00,,
Calc annual,0.00,0.00,0.00,0.00,46.30,68.50,48.76,72.10,65.22,63.00,,
Difference,NaN,NaN,NaN,NaN,NaN,0.00,-0.00,0.00,0.00,0.00,,
