"CARRICKFERGUS (COPELAND) OLD GAUGE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,6224,,,,,,,,,,,
,,,,,,,,,,,,
,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,
January,3.02,3.34,,,,,,,,,,
February,2.43,0.17,,,,,,,,,,
March,1.26,1.59,,,,,,,,,,
April,2.66,2.37,,,,,,,,,,
May,4.43,3.05,,,,,,,,,,
June,6.43,1.56,,,,,,,,,,
July,3.17,3.60,,,,,,,,,,
August,3.53,2.59,,,,,,,,,,
September,2.13,3.37,,,,,,,,,,
October,2.11,3.14,,,,,,,,,,
November,6.85,2.23,,,,,,,,,,
December,2.87,5.52,,,,,,,,,,
Total,40.89,32.53,,,,,,,,,,
Calc annual,40.89,32.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
