STOKE-BISHOP-PITCH-AND-PAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST562753,Long,-2.632038,Lat,51.474955,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,2.15,4.64,5.6,4.76,1.7,4.22,0.61,1.76,2.68,3.84,5.14,3.23,5.87,2.66,0.29,1.08,4.78,4.53,1.78,2,2.95,4.68,1.05,2,1.23,4.97,4.58,2.38,2.01,4.08,3.64,0.68,5.77,2.5,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,1.52,1.49,3.8,2.58,1.38,3.65,4.73,2.78,2.16,3.68,2.08,4.31,0.53,0.98,1.49,1.81,0.68,0.05,2.82,4.95,5.73,0.2,0.56,4.07,2.16,3.9,5.57,1.37,1.09,1.98,3.8,0.62,2.54,2.01,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,2.71,2.42,2.25,1.32,2.83,0.81,1.75,2.76,2,0.96,2.42,1.12,3.03,3.29,4.01,5.71,1.13,2.72,0.68,0.14,2.87,2.69,4.03,4.8,0.98,1.2,1.42,2.82,1.47,4.77,2.04,5.14,2.88,1.32,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.05,2.28,2.98,3.55,2.55,2.9,2.85,0.54,3.65,0.7,2.38,2.52,3.92,2.4,2.18,4.96,1.12,1.4,1.07,0.06,2.89,2.8,0.7,3.93,2.22,3.45,1.16,3.33,1.64,3.43,2.37,2.89,1.6,4.95,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,0.49,2.86,0.22,1.14,7.01,3.21,1.34,1.33,2.22,1.57,2.31,3.73,5.8,2.06,1.63,2.64,2.06,5.22,0.96,1.15,2.09,1.18,0.33,1.27,2.96,2.13,2.9,1.11,2.14,3.46,3.15,0.23,2.54,3.29,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,0.6,3.2,1.02,1.57,3.34,5.02,2.48,3.34,4.13,3.63,4.17,2.06,1.06,2.1,4.42,1.05,3.31,2.41,2.5,1.27,2.51,0.7,1.4,3.95,1.27,1.3,2.29,1.63,3.72,4.01,1.93,4.29,2.59,3.72,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,4.54,0.9,8.13,1.41,3.51,2.82,4.3,4.54,1.45,6.8,2.57,3.49,1,4.02,0.77,7.03,3.62,4.1,3.37,2.83,4.05,5.94,4.89,0.92,2.56,0.67,1.03,0.5,3.26,1.43,1.92,4.62,0.9,1.44,2.57,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,3.2,5.59,1.94,4.41,2.48,4.19,4.67,1.05,5.61,4.63,3.22,2.21,2.34,3.2,2.68,2.71,4.48,3.22,9.02,4.64,3.18,3.47,2.89,2.06,7.72,4.24,1.58,2.93,3.11,3.95,4.13,3.28,4.5,2.88,2.95,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,3.4,5.15,3.34,7.08,5.67,3.16,5.09,3.77,2.17,2.03,5.73,2.86,5.74,2.17,4.75,1.08,2.44,1.4,2.41,3.63,1.93,3.97,1.3,7.7,3.66,1.3,4.02,1.07,2.03,2.22,3.65,1.8,1.34,0.79,0.7,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.44,4.69,8.12,2.78,3.04,4.15,1.83,6.26,2.18,8.52,3.7,1,5.59,6.3,3.2,1.13,2.66,1.83,9.53,2.51,6.67,4.45,4.65,6.18,1.52,6.6,3.91,3.87,1.67,2.53,8.15,1.34,2.12,6.38,5.9,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
