"KIRKBY MALZEARD DROVERS INN",,,,,,,,,,,,
Grid ref,SE214723,Long,-1.673886,Lat,54.146087,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,2.01,1.67,3.47,3.12,1.97,6.18,1.89,3.13,1.76,,
February,,1.43,1.75,4.19,4.33,3.13,3.01,2.79,2.61,1.36,,
March,,3.34,1.39,4.68,2.87,4.77,3.02,3.16,5.06,5.36,,
April,,1.98,1.82,1.48,2.41,3.76,0.61,2.02,2.52,3.81,,
May,,1.33,2.59,6.00,3.52,1.13,3.73,4.80,3.30,2.11,,
June,,1.87,1.92,2.31,1.69,1.45,1.12,6.58,2.09,2.17,,
July,,2.66,1.88,2.86,2.41,0.37,0.74,1.99,3.35,4.22,,
August,,1.88,3.25,3.97,4.15,4.62,4.62,2.46,2.98,3.70,,
September,,1.31,1.66,3.80,2.22,3.73,0.62,0.77,3.96,2.60,,
October,,1.85,3.55,8.73,1.39,2.32,7.77,7.13,2.71,4.06,,
November,,4.01,2.83,1.86,3.14,6.07,4.90,3.06,1.88,1.41,,
December,,4.41,3.72,2.16,3.45,0.97,2.70,5.27,1.81,6.72,,
Total,,28.08,28.03,45.51,34.70,34.29,39.02,41.92,35.40,39.28,,
Calc annual,0.00,28.08,28.03,45.51,34.70,34.29,39.02,41.92,35.40,39.28,,
Difference,NaN,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
