"ANDOVER (SEWAGE WORKS)",,,,,,,,,,,,
Grid ref,SU359447,Long,-1.487561,Lat,51.200393,,,,,,,
Station no,662,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.79,2.25,0.95,1.87,3.08,3.65,1.94,3.18,4.35,4.43,,
February,5.25,0.61,1.78,3.09,1.39,0.14,3.12,2.87,0.15,2.87,,
March,3.81,3.30,0.53,2.80,1.12,1.10,1.84,1.40,3.08,1.78,,
April,3.16,1.51,2.86,0.22,0.45,1.20,0.15,0.37,3.09,1.01,,
May,3.05,4.02,1.76,1.52,3.92,0.41,2.09,2.39,0.55,1.31,,
June,0.82,1.56,1.62,3.37,2.82,1.75,2.90,3.39,0.64,3.30,,
July,1.22,0.27,4.28,2.73,0.12,2.15,4.77,1.80,1.93,4.12,,
August,4.25,3.20,2.01,2.82,0.59,5.21,3.14,3.96,2.17,3.51,,
September,3.10,2.99,2.59,2.78,1.81,3.58,2.91,4.91,0.12,4.18,,
October,0.63,4.81,3.89,2.66,3.90,1.95,2.55,4.03,2.88,9.75,,
November,7.69,3.44,2.02,5.74,2.28,0.81,1.80,2.77,3.45,4.10,,
December,2.49,3.04,0.69,2.82,3.16,4.42,3.13,3.06,6.42,3.79,,
Total,38.26,31.00,24.98,32.42,24.64,26.37,30.34,34.13,28.83,44.15,,
Calc annual,38.26,31.00,24.98,32.42,24.64,26.37,30.34,34.13,28.83,44.15,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,,
