"STRATHAVEN, GLENGAVEL RESERVOIR, LANARKSHIRE WW",,,,,,,,,,,,
Grid ref,NS663350,Long,-4.123015,Lat,55.590222,,,,,,,
Station no,5189,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,2.92,4.17,7.00,4.40,2.78,5.78,3.75,4.72,5.42,,
February,,2.04,1.25,4.85,3.15,3.61,3.14,3.24,3.02,4.18,,
March,,2.90,3.15,8.68,2.45,6.20,3.79,5.17,4.50,5.08,,
April,,3.25,1.43,2.15,5.85,3.43,2.30,2.40,2.10,3.95,,
May,,2.20,2.65,3.23,3.60,2.02,4.92,3.95,3.20,1.95,,
June,,3.15,1.50,2.50,2.00,1.73,1.78,5.60,2.08,3.55,,
July,,1.52,3.42,3.75,3.82,3.46,2.95,3.63,3.05,6.24,,
August,,4.14,2.29,7.60,5.63,5.86,5.08,5.00,3.80,4.30,,
September,,3.30,5.86,3.95,3.50,4.00,2.15,1.08,4.00,2.70,,
October,,6.55,2.76,8.54,3.22,3.76,6.42,9.38,2.13,7.18,,
November,,5.10,1.86,4.77,3.73,4.36,5.70,5.31,4.75,2.87,,
December,,4.15,4.00,3.10,4.17,5.55,3.93,3.84,3.68,5.03,,
Total,,41.22,34.34,60.32,45.52,46.76,47.94,52.35,41.03,52.45,,
Calc annual,0.00,41.22,34.34,60.12,45.52,46.76,47.94,52.35,41.03,52.45,,
Difference,NaN,0.00,0.00,0.20,0.00,0.00,-0.00,0.00,0.00,0.00,,
