HITCHIN-THE-MAPLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL181293,Long,-0.283017,Lat,51.949665,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.21,1.26,2.3,2.08,2.29,3.06,2.03,0.65,0.9,2.23,1.52,0.87,1.35,1.85,3.65,0.76,2.31,0.66,2.45,2.88,0.7,0.49,2.49,2.22,1.1,3.2,1.09,1.43,0.78,1.68,1.15,3.54,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,3.01,1.19,4.14,1.1,2.21,0.33,0.69,0.97,1.69,0.65,0.01,1.54,3.09,1.61,0.41,0.36,2.33,1.06,1.45,4.25,0.97,1.05,0.99,2.77,0.95,1.71,1.34,1.33,0.46,2.92,1.45,1.57,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.52,1.73,0.67,1.22,1.17,1.44,1.39,3.04,1.3,2.52,1.63,1.08,0.35,1.11,1.93,3.3,4.07,1.27,0.67,0.7,2.54,1.11,3.07,1.2,2.65,1.95,1.03,2.79,2.65,0.94,1.99,3.3,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.93,0.8,3.1,1.73,1.24,2.68,1.65,1.11,,2.34,0.61,0.98,0.94,0.26,1.42,1.13,0.78,1.64,1.36,2.47,1.38,2.26,0.72,1.36,0.8,1.71,0.7,2.72,2.94,1.5,2.4,1.3,0.09,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,0.66,0.81,1.39,1.63,0.44,2.26,3.98,2.45,,3.72,1.75,3.13,1.66,0.91,2.1,0.74,0.31,1.14,2.85,1.75,0.89,1.2,1.71,3.14,1.53,1.92,1.03,3.24,1.59,1.76,2.62,2.26,1.48,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,2.68,1.58,2.92,1.93,1.3,2.49,0.91,0.76,1.8,1.6,1.95,1.81,2.87,0.74,2.05,0.46,1.64,2.4,2.29,1.21,2.11,0.84,3.34,6.22,0.81,3.2,3.85,2.14,0.88,4.95,1.81,2.13,2.88,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,5.32,2.05,2.6,3.43,3.91,0.09,1.67,0.88,3.11,3.88,4.18,2.45,2.81,2.37,2.04,4.68,1.06,0.73,0.94,1.38,1.6,2.39,1.84,3.95,3.5,1.21,0.56,1.81,3.12,3.14,1.72,0.3,5.46,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,1.09,4.93,1.7,0.67,1.74,2.28,1.22,0.93,2.39,0.88,1.91,3.53,2.46,2.42,3.91,5.04,2.35,1.99,1.4,1.21,3.18,1.44,3.74,3.23,2.43,3.16,0.89,1.83,2.72,2.3,1.94,1.61,5.9,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,5.2,2.05,1.84,3.4,1.93,3.93,1.22,2.7,0.96,1.5,0.29,0.87,2.68,1.39,1.78,0.98,5.75,1.92,0.32,1.88,0.32,1.36,2.26,2.03,1.1,2.05,1.16,0.71,1.46,1.85,0.95,1.1,2.34,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,5.2,2.31,5.83,2.04,1.41,5.21,3.59,1.56,0.76,3.24,1.57,6.47,3.39,3.65,2.32,2.56,3.42,0.61,2.35,3.06,2.09,1.63,1.62,5.72,1.17,1.46,4.05,3.86,1.75,4.32,2.59,2.21,2.31,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,2.56,2.36,3.44,2.92,1.36,3.43,3.13,2.99,3.64,0.7,2.05,2.12,1.49,2.35,4.5,4.03,1.12,1.46,2.27,3.25,1.76,1.06,1.35,2.05,1.31,2.71,3.88,2.23,0.79,0.85,3.9,2.63,2.06,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
