BUXTON DEVONSHIRE HOSPITAL,,,,,,,,,,,,
Grid ref,SK056736,Long,-1.917513,Lat,53.259375,,,,,,,
Station no,2680,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,7.95,4.99,3.70,5.73,5.62,3.70,4.84,1.97,3.02,2.54,,
February,5.94,3.97,2.37,4.75,7.28,3.21,4.79,2.83,5.20,2.33,,
March,1.56,5.59,3.86,6.63,2.91,6.10,4.37,4.18,4.05,4.72,,
April,3.23,4.04,3.03,2.59,3.43,4.65,2.24,3.13,3.31,3.01,,
May,1.84,2.53,4.57,3.21,3.99,0.70,3.96,4.15,4.12,2.64,,
June,5.16,3.30,2.02,1.01,1.11,2.30,1.63,8.10,2.33,2.64,,
July,4.81,2.75,3.95,4.04,3.31,2.68,2.02,4.60,3.89,5.12,,
August,5.97,2.42,4.23,6.06,4.81,4.65,3.16,4.18,3.97,2.69,,
September,1.60,2.15,2.14,6.57,2.53,2.59,1.63,0.91,3.38,3.25,,
October,6.55,5.43,6.25,10.33,1.79,4.78,6.13,5.38,1.12,6.69,,
November,3.68,6.39,3.46,4.80,4.95,5.63,4.61,3.66,4.26,1.57,,
December,8.44,9.74,4.30,4.27,1.96,1.02,6.20,3.49,3.34,9.98,,
Total,56.73,53.30,43.88,59.99,43.69,42.01,45.58,46.58,41.99,47.18,,
Calc annual,56.73,53.30,43.88,59.99,43.69,42.01,45.58,46.58,41.99,47.18,,
Difference,0.00,-0.00,0.00,0.00,-0.00,-0.00,-0.00,-0.00,0.00,-0.00,,
