BATH (BATHWICK GRANGE),,,,,,,,,,,,
Grid ref,ST765644,Long,-2.339033,Lat,51.378161,,,,,,,
Station no,1984/6,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.69,2.46,0.93,,,,,,,,,
February,4.37,0.58,1.82,,,,,,,,,
March,3.08,2.74,0.71,,,,,,,,,
April,3.59,1.32,2.39,,,,,,,,,
May,2.24,4.22,1.84,,,,,,,,,
June,1.31,2.57,1.58,,,,,,,,,
July,1.16,1.33,2.78,,,,,,,,,
August,5.42,4.71,3.18,,,,,,,,,
September,3.63,3.46,3.41,,,,,,,,,
October,0.67,4.59,2.56,,,,,,,,,
November,7.66,5.23,1.59,,,,,,,,,
December,2.23,2.77,0.63,,,,,,,,,
Total,38.05,35.98,23.42,,,,,,,,,
Calc annual,38.05,35.98,23.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
