"YORK (THE RETREAT)",,,,,,,,,,,,
Grid ref,SE615508,Long,-1.064411,Lat,53.949654,,,,,,,
Station no,3384/2,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,1.96,1.67,0.49,1.43,1.65,4.72,1.15,2.62,2.20,5.25,,
February,2.55,0.38,2.18,2.45,1.74,1.80,2.61,3.96,0.27,1.70,,
March,2.59,1.70,0.26,1.87,2.22,1.17,1.85,2.37,1.14,1.05,,
April,0.94,0.98,2.18,0.24,1.09,2.02,0.12,0.79,2.99,0.95,,
May,4.23,1.39,1.79,2.74,2.53,0.86,0.77,3.51,0.49,0.70,,
June,1.02,1.97,1.53,1.96,2.48,2.75,2.17,3.82,1.86,0.62,,
July,2.27,1.67,2.07,2.00,1.04,4.32,4.00,3.35,2.32,6.38,,
August,6.45,1.94,2.97,7.25,0.69,6.26,4.62,2.46,0.27,2.60,,
September,1.79,3.88,1.45,2.03,1.18,1.78,3.46,2.64,0.12,3.27,,
October,1.76,2.64,1.71,3.27,1.61,1.35,2.28,1.36,1.76,5.37,,
November,5.34,1.72,2.17,4.78,2.00,0.67,1.65,0.73,2.87,4.45,,
December,2.15,1.81,1.39,2.15,3.62,2.35,2.65,3.78,3.18,2.30,,
Total,33.05,21.75,20.19,32.17,21.85,30.05,27.33,31.39,19.47,34.64,,
Calc annual,33.05,21.75,20.19,32.17,21.85,30.05,27.33,31.39,19.47,34.64,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
