BOLVENTOR-VICARAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX180766,Long,-4.5709802,Lat,50.560742,Elevation,845,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,10.62,11,8.18,7.84,6.78,9.82,7.5,11.4,10.54,13.69,4.27,11.69,9.35,10.39,5.48,6.93,2.15,8.78,12.88,10.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.2,2.34,0.44,7.62,14.27,2.37,10.76,5.4,6.19,7.36,2.93,3.46,6.84,0.06,5.88,0.36,8.17,6.9,12.68,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,8.64,6.88,6.06,5.99,2.82,3.75,1.95,1.6,7.47,8.99,1.02,4.16,3.68,4.25,6.27,5.14,2.03,7.36,7.57,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,5.64,7.6,2.15,6.32,6.08,5.4,6.37,3.24,4.23,4.01,1.33,4.51,4.15,4.93,3.13,4.73,6.84,3.51,6,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,3.2,3.5,3.72,2.75,4.22,5.02,6.48,2.79,1.44,2.17,5.92,3.96,5.45,5.54,3.68,3.24,2.46,0.82,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,1.37,3.51,0.17,3.01,,3.67,0,4.83,5.1,3.98,4.32,2.25,4.74,3.56,3.93,3.05,5.93,2.77,,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.9,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,2.23,9.36,2.71,6.41,,7.67,5.32,2.94,6.25,3.23,3.76,5.16,10.63,7.66,4.47,1.16,1.57,13.49,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.6,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.84,4.84,3.68,5.15,5.47,,10.23,7.25,4.14,6.74,4.83,7.69,8.36,7.74,2.44,2.77,6.75,3.59,1.4,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,5.85,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.65,4.6,5.87,2.05,5.84,,7.61,6.34,2.34,12.41,2.36,1.02,8.31,5.31,8.34,2.46,5.21,7.95,4.61,,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,6.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.36,2.52,10.27,2.13,2.52,,10.08,8.52,4.37,4.85,11.23,12.49,11.46,2.32,13.71,8.23,7.4,9.66,3.15,4.17,9.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
