"SNOWDON (LLYN LLYDAW)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4396,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,21.26,27.40,11.80,14.50,13.40,11.25,19.90,15.35,26.40,5.53,22.95,
February,12.63,1.62,16.55,17.30,2.18,15.73,16.70,10.58,15.80,3.50,1.10,
March,13.87,24.49,10.55,5.20,4.37,4.00,6.65,15.76,9.40,5.17,5.70,
April,18.82,5.95,7.75,7.50,8.00,8.25,7.20,6.58,4.73,2.85,6.60,
May,14.20,8.50,5.75,9.05,16.80,12.55,11.13,4.35,2.45,7.73,7.25,
June,6.55,,10.58,6.20,9.10,0.17,9.17,13.47,21.60,6.60,6.10,
July,24.53,,9.47,10.00,10.80,6.70,10.65,10.85,7.67,11.07,12.80,
August,12.70,,12.55,16.50,19.23,14.30,12.22,15.13,14.75,18.15,13.60,
September,10.53,,11.90,16.38,17.32,10.80,8.05,16.80,4.98,4.95,11.80,
October,5.69,7.50,5.75,22.20,11.98,21.50,9.35,17.85,20.92,18.90,22.50,
November,10.75,7.53,8.43,17.05,8.95,7.93,20.30,18.05,22.78,31.50,19.40,
December,13.48,17.57,25.95,16.57,24.08,11.75,2.75,3.40,12.55,18.80,17.65,
Total,165.01,,137.03,158.45,146.21,124.93,134.07,148.17,164.03,134.75,147.45,
Calc annual,165.01,100.56,137.03,158.45,146.21,124.93,134.07,148.17,164.03,134.75,147.45,
Difference,0.00,NaN,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,
