"BRADFORD THORNTON MOOR RESERVOIR",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,3.02,1.25,1.96,,,,,,,,,
February,0.50,0.26,1.23,,,,,,,,,
March,1.16,1.37,0.64,,,,,,,,,
April,0.75,0.92,0.75,,,,,,,,,
May,1.43,1.41,1.86,,,,,,,,,
June,1.15,0.72,1.38,,,,,,,,,
July,1.00,1.06,1.54,,,,,,,,,
August,2.92,2.86,1.69,,,,,,,,,
September,0.83,1.25,1.69,,,,,,,,,
October,0.85,1.75,3.59,,,,,,,,,
November,2.31,1.93,1.18,,,,,,,,,
December,0.65,5.48,1.24,,,,,,,,,
Total,16.57,20.26,18.75,,,,,,,,,
Calc annual,16.57,20.26,18.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,0.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
