"COULTER RESERVOIR (NEW G)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5164,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,1.10,3.65,5.42,4.06,2.98,5.75,5.25,6.74,4.24,2.40,,
February,6.25,1.97,4.70,1.24,4.95,2.79,1.00,3.87,4.62,5.30,,
March,3.20,2.40,1.25,0.52,2.60,2.65,3.45,3.65,1.82,5.08,,
April,2.80,3.45,2.60,2.18,1.89,0.62,7.69,3.28,3.64,3.04,,
May,4.35,4.38,3.93,2.97,5.68,1.00,3.10,2.19,2.49,1.89,,
June,1.25,1.40,4.15,3.61,4.05,2.50,2.60,5.93,1.32,3.31,,
July,3.95,3.35,2.15,2.85,4.30,4.86,2.90,3.26,1.84,3.68,,
August,5.65,6.05,5.02,3.31,1.95,6.23,0.00,6.55,3.72,4.12,,
September,2.45,5.55,4.85,4.82,6.35,6.75,4.00,5.16,2.27,9.05,,
October,3.60,4.75,8.63,4.18,4.95,0.55,1.60,3.72,7.06,3.84,,
November,5.90,1.30,2.66,6.59,0.48,6.70,7.03,3.15,4.99,4.75,,
December,2.45,9.20,2.87,3.81,4.23,4.50,2.60,6.61,6.92,1.61,,
Total,42.95,47.45,48.23,40.14,44.41,44.90,41.22,54.11,44.93,48.07,,
Calc annual,42.95,47.45,48.23,40.14,44.41,44.90,41.22,54.11,44.93,48.07,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,-0.00,,
