ELSENHAM-GAUNTS-END,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL550254,Long,0.25173912,Lat,51.905579,Elevation,363,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.8,1.47,3.08,2.95,1.08,3.08,1.39,1.56,2.91,3.22,2.48,2.08,3.45,1.24,2.96,1.81,2.73,1.62,3.51,1.71,1.97,1.77,1.39,1.87,1.52,2.16,3.53,3.64,2.83,4.06,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,2.55,1.23,1.44,0.68,2.24,3.2,3.54,0.64,0.82,2.92,0.47,0.12,1.93,3.2,0.92,3.39,2.83,3.54,1.38,0.66,0.6,2.3,0.26,1.51,0.28,2.19,2.02,3.66,0.55,0.74,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.9,1.88,3.34,1.74,4.05,1.5,3.9,1.55,0.99,2.63,1.44,1.26,2.4,1.56,0.96,0.9,0.16,2.24,2.45,0.04,1.79,0.11,1.65,2.2,2.24,0.41,0.89,3.43,0.37,1.45,,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,2.12,0.98,0.19,1.82,0.83,0.85,1.38,2.05,3.03,3.65,4.02,1.77,2.72,1.39,3,1.74,2.75,1.69,1.23,1.71,2.47,3.36,1.83,0.97,1.66,3.18,1.37,3.82,0.16,3.1,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,2.59,1.61,1.18,1.77,1.12,2.09,2.22,2.09,2.05,0.32,1.04,1.01,1.01,1.16,4.34,2.09,1.24,0.72,1.97,1.48,2.78,2.99,4.22,1.41,0.43,1.77,1.14,2.72,2.01,1.95,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.56,2.75,2.39,2.35,2.35,2.36,2.71,1.57,0.79,1.59,1.24,0.9,1.09,0.89,3.57,0.52,3.13,3,2.42,0.54,0.56,1.87,0.67,1.64,2.25,3.21,3.88,2.08,0.34,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,1.67,0.92,1.51,2.29,1.96,4.33,1.23,3.25,4.96,2.49,4.06,0.26,3.29,1.79,4.91,4.32,2.56,2.74,1.87,2.4,2.45,4.05,2.49,1.39,0.8,0.42,4.43,2.31,1.33,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.17,0.42,4.83,0.81,0.89,3.26,3.7,5.57,0.92,2.48,1.22,1.06,2.77,1.75,1.68,2.29,1.61,3.07,2.26,1.52,2.62,5.18,1.34,0.76,2.57,1.45,0.7,0.89,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.87,1.35,2.58,1.11,1.05,1.99,1.42,0.93,4.61,1.09,2.37,1.84,2.83,1.77,3.58,2.75,2.09,4.2,0.66,0.54,4.11,1.58,2.02,3.05,1.76,2.98,2.83,1.71,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,1.47,3.44,2.21,4.28,1.51,1.43,3.04,4.06,1.66,0.73,0.91,0.91,0.6,4.71,4.17,3.18,2.48,2.32,3.27,3.4,1.48,0.71,4.63,2.05,1.26,2.55,1.59,2.1,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,3.46,3.16,2.53,2.4,2.78,2.44,3.96,1.63,2.1,2.43,0.72,1.87,1.28,1.82,3.05,1.74,4.62,2.67,2.31,4.82,3.76,2.28,1.61,0.87,2.06,3.89,3.92,1.57,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,3.94,4.36,2.29,0.78,6.03,4.88,2.93,0.88,2.69,3.79,2.37,1.65,2.07,2.48,2.69,1.85,0.35,2.37,2.37,4.88,2.64,0.79,0.44,0.49,4.03,2.63,1.61,3.17,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,25.1,23.57,27.57,22.98,25.89,31.41,31.42,25.78,27.53,27.34,22.34,14.73,25.44,23.76,35.83,26.58,26.55,30.18,25.7,23.7,27.23,26.99,22.55,18.21,20.86,26.84,27.91,31.1,19.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
