"NEW CUMNOCK (BANK COLLIERY 1954)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5275,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.81,6.60,6.40,4.72,4.47,6.19,5.47,8.36,6.50,4.08,,
February,3.85,2.98,5.15,1.33,7.67,4.43,0.44,4.72,7.37,5.21,,
March,1.84,1.69,1.80,0.53,3.56,1.92,4.03,6.67,2.27,4.62,,
April,2.18,2.47,3.37,2.24,1.94,1.97,9.21,3.61,6.63,5.43,,
May,4.34,3.98,3.55,4.60,5.36,1.31,4.63,1.40,2.30,1.51,,
June,1.41,1.56,3.79,3.70,4.14,3.36,3.00,6.00,0.88,3.13,,
July,3.68,3.29,1.98,4.50,4.47,4.55,4.98,3.58,1.58,5.27,,
August,7.04,4.45,3.65,5.40,1.77,3.33,0.06,5.96,3.50,5.22,,
September,2.25,6.76,2.79,8.90,8.81,8.27,6.50,6.19,2.01,13.30,,
October,4.83,6.50,8.55,9.30,4.86,0.64,2.37,5.38,6.52,5.01,,
November,5.40,1.36,3.39,10.40,0.62,8.02,7.52,4.51,7.58,4.75,,
December,3.33,8.62,3.55,7.60,5.66,5.63,4.22,9.69,9.74,2.37,,
Total,40.96,50.26,47.97,63.22,53.33,49.62,52.43,66.07,56.88,59.90,,
Calc annual,40.96,50.26,47.97,63.22,53.33,49.62,52.43,66.07,56.88,59.90,,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
