"GREENOCK WW (SHIELHILL)",,,,,,,,,,,,
Grid ref,NS238727,Long,-4.820908,Lat,55.915029,,,,,,,
Station no,5312,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,6.90,7.90,4.50,8.80,4.80,4.20,9.10,7.70,2.20,5.00,,
February,4.30,3.10,3.80,7.60,4.40,1.90,4.40,4.70,3.20,6.40,,
March,5.20,4.70,1.50,5.30,2.80,3.80,7.00,1.90,4.30,3.90,,
April,4.00,2.90,2.60,3.40,4.50,1.90,3.50,2.70,5.30,7.50,,
May,2.10,1.90,3.40,4.30,5.00,3.90,2.40,5.30,1.60,3.20,,
June,2.80,4.50,1.70,4.40,3.50,3.60,3.30,4.30,4.10,3.80,,
July,5.00,3.30,7.80,4.00,1.90,5.70,6.40,6.90,8.60,6.80,,
August,5.50,5.50,5.60,5.30,1.60,5.50,5.50,6.00,2.00,4.00,,
September,5.70,3.60,8.00,9.50,6.90,4.90,3.80,5.30,2.20,4.60,,
October,2.20,6.20,4.80,10.20,5.80,3.90,7.20,5.90,7.50,4.60,,
November,8.70,2.30,11.30,9.00,3.60,3.50,2.70,3.20,7.90,9.40,,
December,11.10,6.50,6.30,8.40,9.60,9.80,8.40,8.00,12.20,8.30,,
Total,63.50,52.40,61.30,80.20,54.40,52.60,63.70,61.90,61.10,67.50,,
Calc annual,63.50,52.40,61.30,80.20,54.40,52.60,63.70,61.90,61.10,67.50,,
Difference,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,,
