"STYE, SPRINKLING FELL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3625,,,,,,,,,,,
,,,,,,,,,,,,
,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,,
January,,38.86,27.60,24.20,17.37,4.59,10.29,16.72,14.83,,,
February,-999.00,17.36,22.18,,12.68,1.42,14.80,16.45,2.62,,,
March,5.06,9.93,0.92,2.37,11.02,10.28,1.65,10.20,11.52,,,
April,20.30,6.02,0.86,13.86,3.53,6.34,7.13,5.22,8.57,,,
May,8.36,4.72,12.04,1.19,9.01,4.42,5.26,5.28,9.61,,,
June,8.41,12.88,14.13,4.98,15.02,9.48,14.89,9.12,2.38,,,
July,13.31,19.12,9.08,23.05,8.38,6.40,7.32,10.12,8.32,,,
August,20.27,17.04,14.12,11.77,12.48,12.34,6.15,6.09,8.71,,,
September,9.91,5.86,5.43,11.55,12.90,4.22,9.32,9.13,,,,
October,17.11,23.45,9.07,14.60,15.52,23.05,10.00,8.05,,,,
November,28.06,4.89,17.70,10.05,10.93,9.14,7.08,8.26,,,,
December,14.14,9.49,34.60,1.29,24.68,7.48,19.22,21.56,,,,
Total,,169.62,167.73,124.91,153.52,99.16,113.11,116.20,,,,
Calc annual,144.93,169.62,167.73,118.91,153.52,99.16,113.11,126.20,66.56,0.00,,
Difference,NaN,0.00,0.00,6.00,0.00,0.00,0.00,-10.00,NaN,NaN,,
