LOOE-MORVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX259566,Long,-4.450241,Lat,50.383455,Elevation,150,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,7.21,8.22,3.8,2.51,5.36,7.04,3.27,8.01,2.17,2.32,2.78,6.41,1.68,5.49,8.57,,5.42,,2.52,4.66,8.11,8.42,5.43,7.11,3.83,7.24,7.05,7.4,6.06,9.04,3.63,8.25,5.55,5.55,2.83,4.76,1.16,7.18,6.31,7.69,8.21,3.45,4.71,6.23,8.43,4.68,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,4.97,7.09,1.11,2.26,2.36,8.03,1.34,6.11,2.91,3.83,0.85,6.59,3.47,4.35,1.64,,7.45,,1.97,3.18,7.11,1.19,0.45,4.78,9.1,1.88,6.17,3.59,3.64,4.95,3.21,2.45,4.47,0.05,4.06,0.19,4.05,4.28,9.56,2.23,2.75,5.48,6.5,0.31,2.34,1.19,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,1.31,3.01,3.37,2.98,6.47,2.96,6.73,1.77,1.45,5.31,6.56,0.97,4.64,7.13,5.06,,1.13,,4.64,2.22,5.83,5.11,4.04,4.36,3.28,2.92,1.07,0.89,5.65,7.23,0.64,3.81,2.95,2.79,4.91,3.95,1.27,3.93,6.01,0.53,1.74,4.08,3.72,4.58,1.28,0.35,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,4.15,3.19,4.59,2.61,2.1,1.98,3.59,1.25,6.1,3.41,2.51,2.89,2.22,0.36,6.41,,1.63,,2.51,1.83,2.67,5.08,0.88,4.4,4.15,4.52,3.52,2.98,2.97,2.39,1.15,3.08,2.72,3.73,3.19,3.51,6.03,2.59,4.73,0.05,2.57,3.27,1.71,2.77,1.41,2.96,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,2.48,2.35,1.62,2.32,3.14,3.97,1.14,4.2,4.02,2.54,1.44,2.74,1.72,2.89,4.11,,3.37,,3.1,0.82,2.41,2.27,3.09,2.52,2.59,5.8,6.4,2.58,0.75,1.59,4.17,3.34,4.15,3.77,2.21,1.55,2.12,0.55,4.81,3.51,1.23,2.37,2.7,7.64,5.42,0.68,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.59,5.25,2.07,3.09,1.76,1.87,2.58,1.44,3.54,0.88,3.87,2.63,3.47,5.41,1.84,,2.78,,2.92,1.7,1.01,2.75,0.17,1.66,0.53,2.98,0,3.33,4.16,2.77,3.24,1.37,3.71,3.26,2.43,2.08,3.86,1.25,0.97,1.75,3.89,0.77,2.68,0.39,2.21,3.39,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,1.58,1.34,1.69,4.18,4.18,6.44,0.66,2.07,2.73,3,3.58,5.08,0.98,3.72,0.45,,5.78,,2.47,4.66,1.49,6.48,1.38,5.16,1.25,7.39,4.17,1.96,5.11,2.24,2.34,3.34,5.71,4.13,2.7,0.45,0.61,8.71,2.32,3.64,7.42,2.76,1.31,3,3.17,3.75,4.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.33,3.24,2.47,2.84,5.16,3.95,5.27,3.01,2.77,4.6,1.84,6.77,2.95,10.37,0.83,,1.83,,5.15,3.34,3.95,1.42,3.61,4.57,3.58,4.52,5.4,2.41,5.12,2.07,3.96,6.76,4.9,2.26,3.6,5.29,2.95,0.67,0.67,6.39,3.04,0.27,6.38,5.88,4.69,3.55,3.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,2.22,1.93,4.53,3.07,4,4.1,1.66,1.43,1.91,3.32,1.51,0.33,3,1.65,3.25,,1.29,,2.63,8.39,2.76,3.41,1.41,4.16,3.98,5.31,4.48,0.92,7.29,1.92,0.48,6.06,1.76,5.55,2.74,4.83,4.89,2.18,3.45,2.96,0.92,2.22,0.7,3.58,4.43,3.13,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,4.52,3.16,3.55,3.82,10.59,2.76,2.45,6.15,8.13,1.59,8.45,6.1,4.13,5.45,4.43,,6.84,,6.26,4.43,1.83,6.15,1.78,1.43,7.14,9.63,4.33,2.92,3.47,7.7,9.54,5.81,1.18,9.9,4.44,3.63,7.26,1.81,3.16,5.73,6.23,4.05,2.37,3.09,4.06,5.59,5.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,,,3.98,5.25,0.88,7.36,3.83,2.95,7.11,3.52,4.71,1.98,1.23,7.29,6.16,3.78,5.57,,3.43,,2.59,4.4,5.31,3.64,5.6,3.39,4.61,5.44,4.76,9.4,4.95,5.89,14.72,8.08,8.83,2.89,1.63,1.68,7.31,5.07,3.5,9.11,9.51,9.53,2.83,1.56,3.19,9.48,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,,,4.36,7.67,7.78,3.84,6.56,4.55,2.1,4.28,6.92,6.19,7.79,8.66,9.94,7.48,3.52,,9.84,,2.13,8.52,9,6.45,2.93,8.28,5.94,7.8,6.96,0.96,5.76,4.82,9.9,5.84,2.18,3.8,3.71,14.94,6.69,5.03,5.07,4.52,3.65,5.96,3.8,6.58,3.87,4.96,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
