"GARSTANG CALDER INTAKE",,,,,,,,,,,,
Grid ref,SD544484,Long,-2.695959,Lat,53.929707,,,,,,,
Station no,3061,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,1.95,2.95,4.57,4.27,2.58,5.95,2.65,4.35,2.60,,
February,,2.26,2.13,4.55,3.93,2.31,3.80,2.00,3.20,2.65,,
March,,3.75,3.41,4.40,3.40,3.40,4.12,5.08,3.24,3.48,,
April,,2.73,1.74,2.08,3.25,3.48,1.93,1.92,3.03,4.03,,
May,,1.15,3.74,3.67,3.00,1.05,5.59,4.04,3.08,2.70,,
June,3.10,2.09,1.08,1.98,1.87,2.30,3.55,8.74,2.81,3.05,,
July,3.59,1.14,5.05,4.87,4.03,3.53,2.80,4.41,5.29,8.40,,
August,7.08,3.87,3.37,7.13,4.32,5.88,3.97,6.74,5.75,4.57,,
September,2.42,1.78,1.72,6.72,2.08,4.07,1.63,1.28,6.77,3.36,,
October,6.99,5.00,5.10,9.50,3.71,3.99,8.07,5.20,2.26,6.60,,
November,4.57,4.87,2.61,4.32,3.98,5.13,3.85,5.03,4.66,2.67,,
December,6.11,5.39,4.23,3.34,4.45,1.17,4.05,5.36,4.28,8.74,,
Total,,35.98,37.13,57.13,42.29,38.89,49.31,52.45,48.72,52.85,,
Calc annual,33.86,35.98,37.13,57.13,42.29,38.89,49.31,52.45,48.72,52.85,,
Difference,NaN,-0.00,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.00,-0.00,,
