PAR-STATION-PENELLICK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX096526,Long,-4.677238,Lat,50.342468,Elevation,240,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,3.44,7.15,4.44,4.14,6.88,1.67,6.44,2.4,4.86,1.4,1.35,2.4,3.38,2.9,2.55,2.2,2.9,1.95,3.25,4.2,3.03,2.65,2.2,4.2,2.86,1.24,3.21,0.65,4.96,5.6,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,2.8,6.79,3.98,3.46,0.85,3.75,3.12,2.3,3.8,2.92,3.5,3.2,4.63,2.95,4.43,1.8,0.25,1.05,3.05,0.82,0.03,2.75,2.63,1.43,1.92,0.7,3.98,1.8,4.61,6.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,1.22,3.55,5.4,1.57,1.05,3.5,2.8,2.02,2.1,2.7,3.25,2.01,1.45,3.42,1.8,2.6,1.42,4.75,3.85,1.43,1.84,1.3,0.1,1.35,2.51,3.15,4.22,2.03,0.9,1.8,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,4.98,2.53,0.54,2.05,1.1,2.4,4.44,4,2.3,1.6,1.3,4.88,0.8,1.53,2.65,2.2,0.8,1.2,2.05,2.96,2.03,1.68,0.06,2.53,1.79,0.78,4.61,1.25,2.48,1.84,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,0.5,1.97,2.45,0.92,2.73,0.2,4.6,5.5,2.1,1.18,1.05,1.68,2.4,0.3,2.3,1.83,1.9,0.71,3.11,2.83,2.33,1.43,0.68,2.23,0.6,0,0.69,3.76,2.22,1.37,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,2.4,3.56,1.83,1.72,3.22,1.16,1.9,5.05,5.8,1.95,3.94,3.25,2.55,0.65,2.52,1.04,0,1.92,1.4,3.75,1.94,1.83,1.02,2.47,1.18,0.49,1.59,1.73,1.15,4.53,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,4.54,2.25,2.84,1.04,1.86,1.35,3.36,1.65,3.2,2.65,2.52,4.85,3.15,2.28,1.69,3.75,1.34,6.49,3.37,4.52,2.25,1.3,3.1,3.58,3.63,1.96,1.63,0.55,0.77,0.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,2.18,1.3,4.85,2.6,2.33,4.45,4.25,3.15,5.13,0.35,3.52,3.6,1.01,2.21,1.66,2.01,1.2,2.98,2.7,4.24,6.65,2.55,1.76,2.28,1.72,1.45,3.45,6.29,3.11,2.15,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,6.08,3.35,2.95,6.1,4.03,6.3,2.3,3.5,4.1,3.85,1.8,4.23,4.25,2.32,4.05,3.18,3.4,1.33,1.34,2.54,3.02,2.3,3.1,2.22,0.87,4.07,3.92,0.68,3.94,1.67,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,4.24,5.05,3.27,4.65,6.64,3.5,2.45,4.5,1.5,5.1,2.45,4.45,2.55,1.68,6.25,5.47,4.23,2.45,3.68,2.6,6.05,4.51,3.39,3.83,4.82,3.65,1.1,4.68,2.8,2.12,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
