"WEST STREET, BRIDPORT",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR8752,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.45,3.20,1.39,3.57,4.05,,,,,,,
February,4.18,5.46,,4.43,,,,,,,,
March,1.33,2.61,1.34,1.12,,,,,,,,
April,1.97,1.74,,0.94,,,,,,,,
May,1.13,0.88,,1.69,,,,,,,,
June,1.32,2.88,3.94,3.05,,,,,,,,
July,3.43,1.76,3.64,2.79,,,,,,,,
August,0.53,5.72,3.13,0.79,,,,,,,,
September,4.05,2.30,3.25,6.12,,,,,,,,
October,6.40,1.80,8.37,3.21,,,,,,,,
November,3.94,5.75,3.60,3.68,,,,,,,,
December,4.22,3.49,4.10,0.91,,,,,,,,
Total,32.95,37.59,,32.30,,,,,,,,
Calc annual,32.95,37.59,32.76,32.30,4.05,0.00,0.00,0.00,0.00,0.00,,
Difference,0.00,0.00,NaN,0.00,NaN,NaN,NaN,NaN,NaN,NaN,,
