"DUNDEE (CONSTITUTION ROAD0 (HERMON HILL)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2980,,,,,,,,,,,
,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,,
January,3.75,1.51,5.24,3.21,2.20,2.49,3.10,7.62,3.81,4.07,,
February,1.28,1.60,2.00,0.45,2.60,3.49,2.71,0.95,1.42,1.53,,
March,1.93,1.80,2.90,1.35,2.52,1.50,3.31,2.26,1.83,1.38,,
April,0.33,0.60,1.76,1.45,0.90,0.86,0.98,2.90,3.44,1.51,,
May,1.10,1.60,3.92,1.60,1.88,1.85,1.12,2.10,1.84,1.11,,
June,5.65,1.80,4.50,3.00,1.90,0.06,1.40,1.60,0.51,2.94,,
July,3.10,2.90,3.53,0.10,2.60,4.45,3.15,7.78,0.52,0.84,,
August,3.00,4.90,2.03,4.85,0.98,3.10,3.15,2.16,5.76,1.10,,
September,0.85,4.85,1.65,3.15,3.40,0.55,3.10,1.63,5.31,6.16,,
October,2.00,2.15,2.05,2.10,6.26,6.10,1.80,2.51,1.60,2.76,,
November,5.20,3.40,0.88,2.10,3.10,3.25,1.70,0.24,1.79,0.71,,
December,6.52,1.60,2.80,1.95,4.25,2.20,3.27,1.00,5.20,2.08,,
Total,34.71,28.71,33.26,25.31,32.59,29.90,28.79,32.75,33.03,26.19,,
Calc annual,34.71,28.71,33.26,25.31,32.59,29.90,28.79,32.75,33.03,26.19,,
Difference,0.00,0.00,0.00,0.00,0.00,-0.00,-0.00,0.00,0.00,0.00,,
