WELWYN-DATCHWORTH-RECTORY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL261189,Long,-0.170478,Lat,51.854454,Elevation,386,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,4.29,1.24,2.45,0.26,0.84,1.29,1.77,2.38,2.24,3.16,1.73,0.61,0.98,2.19,1.88,0.66,1.79,2.18,1.89,0.69,2.09,0.51,2.64,2.89,0.76,0.66,2.24,2.77,1.36,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.65,1.33,3.2,2.12,2.93,1.7,3.46,0.77,2.36,0.37,0.77,1.12,1.56,0.7,0.05,1.18,3.06,1.8,0.16,0.42,2.65,0.88,2.08,4.99,1.17,1.11,0.9,3.2,0.75,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.08,1,0.81,0.7,1.6,1.17,0.83,1.26,0.97,1.51,1.41,2.8,1.32,2.27,1.43,0.96,0.24,1.17,1.7,3.14,2.98,1,0.85,0.71,1.92,1.26,3.35,1.37,3.1,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.03,2.38,2.33,1.8,0.8,3.29,1.72,1.01,2.38,1.95,1.12,2.03,2.12,0.98,1.49,0.64,0.09,2.04,1.22,0.58,1.32,1.27,2.78,1.06,1.85,0.75,1.43,0.86,1.53,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,2.38,4.53,2.65,0.52,1.07,1.58,1.78,0.7,2.25,4.61,2.53,0.87,3.79,1.5,3.42,1.19,0.95,1.66,0.6,0.24,1.99,3.02,3.14,0.99,1.16,2.25,2.39,2.11,1.33,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.35,1.51,4.52,1.74,1.86,2.22,1.91,2.06,2.1,0.7,0.66,2.25,1.75,2.16,1.53,2.09,0.6,1.69,0.44,1.86,1.97,1.73,1.77,2.38,0.96,2.64,5.8,0.76,3.58,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,3.04,1.19,3.41,4.19,1.61,1.96,3.95,3.4,0.24,2.43,0.6,3.68,4.94,4.01,2.05,2.43,2.39,2.22,4,0.71,0.26,0.94,1.49,0.99,3.87,2.3,4.73,3.75,1.68,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.82,5.59,4.17,0.81,4.76,1.87,1.06,1.18,1.55,1,0.56,2.57,1.84,2.42,3.1,3.34,3.45,2.49,4.52,2.32,2.17,1.14,1.64,2.96,2.15,3.73,4.27,2.51,2.78,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,1.33,1,2.51,3.96,1.87,2.02,3.55,1.42,4.31,1.31,3.01,0.73,2.25,0.56,1.24,2.28,0.89,1.33,0.9,6.46,2.25,0.35,2.03,0.7,1.25,1.21,2.3,1.35,1.83,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.21,1.92,0.79,4.76,2.78,5.54,1.97,1.31,4.89,3.1,1.51,1.02,3.15,1.44,5.03,3.52,4.09,2.47,3,3.11,0.7,3.14,2.72,2.3,1.27,1.31,5.74,1.23,1.56,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,,3.38,4.13,0.66,2.22,2.62,2.82,2.9,1.74,3.71,2.9,2.88,4.06,0.86,2.39,2.14,1.62,2.15,3.96,3.95,1.1,0.78,2.05,3.79,2.19,0.8,1.56,2.05,1.67,2.73,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,,1.85,1.17,0.54,2.63,3.68,2.24,1.2,2.17,1.01,3.68,1.05,0.84,1.07,0.75,3.57,1.5,2.1,1.71,1.86,3.46,2.53,2.91,1.49,2.97,3.33,1.28,2.15,2.12,0.79,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,28.41,26.99,28.04,25.71,26.42,27.7,26.1,19.4,28.01,26.72,17.83,22.58,25.63,21.37,26.93,21.41,21.8,24.72,24.24,24.09,21.69,18.94,26.42,25.13,20.49,20.06,37.35,23.7,23.02,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
