BOSAHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SW769259,Long,-5.120435,Lat,50.09122,Elevation,240,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,0.76,0.68,2.59,3.26,1.09,4.02,5.55,1.08,4.27,0.74,1.72,3.33,5.05,3.67,3.15,3.67,2.02,4.02,7.12,3.57,,8.43,3.64,7.12,4.24,4.77,2.92,4.12,1.28,7.56,6.21,6.17,7.81,3.79,5.51,4.48,7.91,4.85,4.01,5.42,4.41,7.63,1.48,1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,3.56,1.54,1.39,0.48,4.15,1.44,3.83,0.88,3.91,5.83,4.45,1.02,1.94,4.42,0.48,0.22,3.05,6.8,1.16,4.63,2.28,,4.45,3.44,1.98,3.45,0,3.69,0.23,4.36,6.47,8.83,3.24,2.34,6.03,7.12,0.14,2.55,1.09,3.63,3.86,2.42,,1.3,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,0.78,0.94,4.17,4.84,0.76,3.02,4.41,3.55,5.48,0.34,3.19,3.21,1.44,3.73,3.12,2.45,2.56,1.8,2.04,0.69,0.41,,6.05,0.68,3.75,6.36,3.03,4.55,4.58,1.27,5.06,5.42,1.4,1.5,3.77,4.42,4.26,0.49,0.72,1.09,2.64,9.9,1.23,1.75,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,0.63,4.9,1.92,1.65,2.22,2.16,0.11,4.2,1.87,0.96,0.92,0.86,1.16,1.76,3.06,0.57,2.94,2.7,2.9,2.41,1.77,,3.55,1.58,3.15,2.33,3.27,3.45,4.02,5.99,2.54,4.12,0,2.36,3.45,1.76,3.13,2.51,2.83,1.33,1.59,2.82,2.68,1.53,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,2.91,2.1,1.57,0.68,1.69,1.04,1.4,3.04,0.76,3.03,1.09,1.64,0.86,1.61,1.39,1.7,1.21,2.77,3.18,3.19,1.15,,1.8,4.96,2.6,3.15,5.59,2.67,1.97,2.08,1.89,2.27,4.28,1.02,0.21,3.38,7.6,4.78,0.76,5.48,4.88,3.46,1.69,2.56,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,1.34,1.92,0.97,1.96,1.02,1.99,3.13,0.92,2.8,2.72,1.86,2.78,0.78,0.69,2.02,0.14,0.79,0.18,1.78,0,2.55,,2.32,2.76,1.36,3.69,3.25,1.95,2.07,3.31,3.09,0.89,1.81,3.09,1.16,2.89,0.66,2.12,3.15,4.72,3.59,4.33,2.57,0.49,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.38,2.04,1.41,2.27,2.26,0.84,3.93,0.26,3.98,3.2,1.87,1.28,2.94,0.56,4.57,1.12,3.19,0.83,6.48,2.81,1.41,,2.01,1.51,2.37,6.12,3.99,3.03,0.45,0.24,8.31,1.97,4.26,5.75,3.92,0.72,3.06,3.8,3.78,4.84,1.64,2.01,,1.52,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,1.56,1.36,2.61,1.45,3.47,2.84,7.34,1.7,2.37,1.84,3.25,5.46,2.17,2.78,1.02,2.99,3.33,2.52,2.37,4.89,1.43,,1.8,2.85,6.1,4.27,1.11,1.21,4.02,3.8,0.67,0.43,3.87,3.22,0.15,6.61,3.23,2.97,3.21,2.87,5.03,2.48,,1.22,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,1.02,1.73,2.58,0.91,0.37,2.79,0.55,2.38,2.27,1.45,1.57,2.24,5.4,1.38,3.47,0.53,2.58,2.06,4.12,2.97,0.43,,2.42,0.53,6.42,2.39,4.91,2.17,3.88,3.84,3.56,3.41,2.18,1.26,2.55,1.04,3.17,4.97,1.99,2.08,7.51,2.13,1.97,3.32,5.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,3.43,5.56,2.32,6.05,5.9,3.21,2.8,4.54,2.47,5.14,4.55,4.83,2.66,1.36,5.5,1.63,1.38,4.39,8.16,3.01,2.25,,8.13,7.75,4.9,1.03,8.66,6.79,3.59,5.58,1.94,3.81,5.38,4.77,5.19,1.2,4.44,3.42,4.38,4.87,3.13,0.74,6.1,7.35,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,,,,2.84,4.04,1.31,1.3,5.83,3.17,2.23,3.99,2.89,2.05,4.76,1.4,3.36,2.56,1.36,3.77,1.59,2.98,3.82,3.27,4.12,,4.28,12.45,7.25,7.1,2.78,1.55,2.64,5.94,5.58,2.92,7.35,8.52,8.8,4.04,1.28,2.47,9.51,2.48,6.84,4.1,2.27,5.03,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,,,,2.22,2.8,4.36,3.97,7.24,7.17,4.66,2.94,7.03,7.5,4.58,1.18,4.52,5.27,3.4,1.2,5.07,3.28,7.88,4.42,0.69,,6.37,7.84,4.79,1.98,4.09,3.28,11.53,6.29,4.34,5.61,4.33,3.69,5.23,3.18,5.49,3.52,3.48,7.85,6.33,3.34,4.92,3.01,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,,,,,29.69,25.29,28.15,38.17,30.76,38.41,33.95,36.91,38.33,32.83,27.62,30.56,31.17,33.06,19.47,31.36,32.33,47.91,39.41,22.06,,51.61,49.99,51.79,46.11,45.45,37.26,43.1,43.98,51.01,45.89,44.27,45.33,44.25,41.87,40.94,41.51,39.75,45.25,52.46,42.14,,30.56,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905 Jan estimated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928 Total IDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923 considered too low.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
