"LIVERPOOL WALTON ON THE HILL",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR2903,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,,,,,5.17,3.15,1.68,,
February,,,,,,,,3.28,1.62,2.87,,
March,,,,,,,,2.58,1.54,1.19,,
April,,,,,,,,1.92,1.28,3.04,,
May,,,,,,,,2.60,3.39,2.19,,
June,,,,,,,,1.52,2.77,3.89,,
July,,,,,,,,5.14,1.06,3.45,,
August,,,,,,,,4.77,3.99,6.57,,
September,,,,,,,,2.96,4.03,2.96,,
October,,,,,,,,3.68,3.07,1.11,,
November,,,,,,,,5.52,2.11,1.11,,
December,,,,,,,,3.83,2.18,1.77,,
Total,,,,,,,,42.97,30.19,31.83,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.97,30.19,31.83,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,-0.00,,
