GOWER-PENRICE-CASTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS501880,Long,-4.164351,Lat,51.570887,Elevation,30,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,9.38,2.4,7.43,4.57,5.8,3.11,5.77,1.55,7.12,4.7,4.61,7.85,5.61,4.57,4.65,5.7,4.18,4.08,4.88,3.67,8.23,1.66,1.32,6.33,5.22,1.77,3.78,3.14,6.02,3.6,4.41,4.58,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,5.11,1.98,0.77,4.13,0.02,4.19,0.59,4.25,2.64,7.69,2.02,2.94,4.89,4.12,0.74,2.7,1.17,4.48,3.04,1.27,2.06,2.22,7.14,4.26,0.89,2.65,5.92,3.14,0.42,4.43,5.83,0.39,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,3.46,1.07,2.49,1.4,1.85,2.9,3.55,1.39,3.81,3.04,0.93,1.47,3.75,2.69,2.81,1.66,0.69,2.08,1.26,9.03,1.83,2.27,2.1,6.35,4.1,2.12,4.38,1.9,1.5,5.3,0.99,3.91,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,0.97,1,2.24,3.08,3,1.72,3.27,5.73,3.78,3.55,0.1,4.1,3.04,1.42,1.39,1.58,3.12,2.2,1.66,3.21,2.65,3.1,2.39,3.51,3.66,3.02,1.11,3.41,1.5,0.29,0.89,3.3,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,0.74,3.74,3.02,3.92,4.44,2.24,1.9,2.16,1.22,2.75,4.06,1.61,1.68,2.57,5.35,3.68,1.53,3.41,4.47,2.94,2.75,3.19,1.78,2.78,3.76,3.06,3.14,4.16,1.36,2.06,3.54,1.48,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,4.85,1.78,2.11,5.36,1.84,2.21,2.36,3.45,5.61,2.48,2.5,2.38,0.58,1.21,0.39,3.29,2.35,5.49,4.45,1.94,4.23,0.55,1.96,1.11,3.09,2.25,4.55,5.65,3.5,1.86,5.67,3.61,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,3.45,3.95,5.13,5.93,3.49,3.21,0.83,0.94,6.91,3.36,3.95,7.84,3.56,3.13,4.16,2.83,2.32,4.83,3.17,4.17,2.74,1.74,4.23,0.62,1.9,5.89,5.62,0.98,4.34,4.4,5.26,3.37,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,3.69,3.02,5.76,3.75,1.16,1.45,4.11,1.86,1.15,0.73,5.65,5,0.35,6,4.06,5.32,3.75,2.59,6.4,0.69,7.34,2.64,6.59,5.73,6.57,5.65,5.09,0.62,5.73,4.13,3.96,1.62,5.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,2.06,0.68,5.83,3.15,5.84,2.3,5.01,7.15,3.64,4.24,2.04,1.12,2.5,0.71,4.24,5.83,4.06,3.4,6.43,1.64,4.68,1.94,9.63,3.24,2.91,5.66,5.6,2.77,6.37,9.21,7.94,0.5,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,8.72,6.06,6.8,1.74,10.01,9.04,3.86,7.31,2.61,3.79,7.15,2.6,4.96,3.49,4.36,5.77,5.89,3.41,3.02,1.6,5.71,8.69,4.44,1.32,4.68,1.98,8.4,2.62,1.76,4.24,4.23,6.65,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
