ICKLESHAM (PICKHAM FARM),,,,,,,,,,,,
Grid ref,TQ868148,Long,0.655300,Lat,50.902453,,,,,,,
Station no,552/1/8,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,,,,,,,,,,3.54,,
February,,,,,,,,,,2.29,,
March,,,,,,,,,,2.42,,
April,,,,,,,,,,1.18,,
May,,,,,,,,,,2.56,,
June,,,,,,,,,,1.87,,
July,,,,,,,,,,2.90,,
August,,,,,,,,,,4.85,,
September,,,,,,,,,,2.91,,
October,,,,,,,,,,7.37,,
November,,,,,,,,,,7.81,,
December,,,,,,,,,8.49,5.03,,
Total,,,,,,,,,,44.73,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.49,44.73,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.00,,
