BODMIN-CASTLE-HILL-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SX077674,Long,-4.711492,Lat,50.4748,Elevation,484,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,1.56,5.07,2.2,2.52,5.82,6.2,8.15,4.63,6.56,4.31,7.95,5.45,7.6,7.57,7.84,3.23,7.71,4.83,4.88,3.65,4.97,1.99,7.21,6.66,6.29,8.5,2.25,4.96,5.47,7.4,3.61,4.68,6.27,6.37,10.17,1.8,2.81,5.96,5.55,1.51,3.22,7.09,5.78,4,6.32,6.95,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,5.98,10.06,8.54,1.59,3.94,6.7,1.28,0.54,4.66,11.93,2.26,7.44,4.91,4.54,4.81,2.81,2.07,3.92,0.09,4.33,0.51,4.72,5.76,7.36,2.04,1.86,4.47,6.31,0.41,2.25,1.2,4.32,4.88,2.38,1.84,2.19,9.95,5.63,1.54,1.95,5,4.51,0.95,7.29,6.17,0.7,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,8.28,1,4.34,5.16,2.47,5.27,4.67,3.55,3.98,2.15,3.32,1.37,0.97,4.44,7.78,0.57,3.83,4.22,2.93,3.92,4.34,2,5.88,6.16,0.65,1.87,2.39,3.8,3.74,1.05,0.47,1.58,3.33,10.59,2.5,1.97,2.49,5.56,4.21,1.02,4.07,1.61,3.25,5.02,2.85,6.51,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.43,1.9,1.26,2.53,2.24,3.62,5.24,1.01,4.22,4.55,4.13,3.89,2.6,3.8,2.23,1.17,3.51,2.56,3.33,2.04,3.54,6.02,2.64,3.69,0.1,3.52,2.77,1.15,1.98,1.05,3.4,1.23,2,4.23,2.74,2.07,2.42,2.8,3.44,2.91,0.96,1.8,1,0.38,1.19,4.41,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,1.59,2.84,1.92,2.91,0.97,2.46,2.31,2.98,1.71,3.24,4.66,5.77,2.1,1.04,2.1,4.28,2.83,5.05,5.32,3.87,1.96,2.56,1.23,3.42,3.45,1.42,1.8,2.49,6.41,4.52,1.22,4.01,5.41,4.73,2.87,3.33,2.76,4.22,3.41,4.16,4.67,3.54,1.3,2.31,4.88,1.74,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,3.33,2.58,2.11,4.85,1.47,1.06,2.5,0.09,1.65,1.24,2.67,0,4.25,3.62,2.86,3.27,0.93,3.46,2.43,3.5,3.1,3.45,5.44,1.64,1.81,2.47,0.84,2.79,0.42,2.07,3.23,4.57,3.45,4.59,2.56,1.05,1.72,1.12,1.46,3.29,5.25,2.97,2.51,3.46,6.42,1.03,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,6.55,4.76,2.51,1.93,4.74,0.84,6.18,1.51,4.05,1.44,5.8,3.53,1.67,4.78,2.45,2.07,3.48,8.17,4.24,2.83,0.65,1.02,9.61,1.98,4.13,7.54,3.2,1.24,2.44,3.92,3.65,5.56,2.92,3.35,2.48,4.17,4.64,1.62,1.38,4.06,4.63,1.34,4.12,3.9,3.51,2.19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,3.53,1.88,3.32,8.04,3.33,3.14,2.36,3.84,4.29,3.15,5.39,4.82,2.94,4.73,3.9,3.96,6.74,5.49,1.5,1.91,5.37,3.8,0.64,1.54,7.57,3.24,0.27,6.07,3.19,3.88,3.93,2.78,6.56,0.98,3.8,2.62,9.12,5.91,4.82,2.06,2.7,0.49,4.93,3.84,8.52,4.93,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,4.3,2.12,3.04,2.22,7.77,2.18,4,1.13,3.99,4.09,4.89,4.51,1.14,8.48,2.58,0.76,5.32,4.57,6.29,2.54,3.72,4.58,3.03,4.57,2.57,1.32,2.01,0.75,4.02,6.14,4.71,2.08,6.93,2.5,2.61,4.8,7.71,4.41,5.06,3.69,5.36,2.67,6.12,4.35,7.88,0.48,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,3.24,7.13,7.84,7.24,4.44,1.38,8.56,1.12,1.36,7.67,8.35,5.58,3.08,2.65,6.98,9.15,6.82,1.49,8.96,6.84,4.89,6.41,2.62,3.44,4.88,3.87,3.74,2.07,2.47,3.94,6.16,4.29,4.67,2.75,6.81,8.64,2.52,2.66,7.66,3.11,4.18,4.09,2.63,3.99,3.6,8.13,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
