HASLEMERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU903329,Long,-0.712061,Lat,51.088317,Elevation,481,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,5.08,2.29,4.37,1.7,8.23,1.05,3.41,0.8,2.83,1.79,3.52,3.72,3.23,4.49,3.71,1.22,1.38,4.34,2.99,0.68,2.39,5.29,3.3,1.28,3.93,0.73,3.97,5.03,2.08,1.23,3.25,6.11,1.43,7.55,1.03,2.06,1.28,3.74,1.69,4.03,5.96,0.84,5.42,2.09,1.57,4.41,6.56,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,2.93,2.74,2.58,3.21,1.41,2.51,4.7,3.9,3.21,2.18,5.75,2.33,4.14,0.65,1.03,1.66,2.71,1.12,0.03,1.28,4.58,1.94,0.19,0.55,4.15,1.48,3.58,8.81,2.38,2.06,2.46,4.75,0.85,3.86,1.83,1.44,0.62,5.06,2.09,3.43,1.4,6.56,7.02,5.91,1.33,1.96,3.56,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,2.67,0.74,1.11,3.72,3.44,1.06,0.67,1.3,2.73,0.92,1.23,2.45,2.46,2.77,2.03,4.71,3.01,1.89,3.12,1.49,0.33,2.04,2.38,4.21,6.17,1.71,1.04,1.06,2.54,2.34,4.15,1.62,5.25,1.72,1.08,3.89,5.46,1.47,2.4,5.07,3.77,5.47,0.78,4.93,2.44,1.44,6.08,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,0.78,2.85,1.32,3.34,3.23,2.88,3.45,2.43,0.44,4.27,1.59,1.65,1.32,2.16,1.85,2.27,2.95,2.85,1.13,1.43,0.04,2.69,2.81,0.59,2.4,1.69,3.33,1.05,3.32,1.41,2.87,1.7,1.24,0.61,5.24,3.63,1.85,1.99,1.93,0.02,3.42,1.59,1.54,1,2.63,3.53,3.17,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,1.68,1.12,1.62,0.7,2.85,4.33,3.06,0.32,1.19,1.7,2,0.8,4.7,4.38,1.77,2.51,2.84,1.92,2.41,1,0.83,2.21,0.6,0.41,1.8,4.73,1.67,1.57,1,2.36,3.52,3.84,0.56,2.54,2.6,2.74,2.19,2.08,1.67,1.47,3.68,1.46,4.04,2.28,1.54,1.52,0.4,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,2.25,2.92,2.78,2.01,0.78,1.03,5.66,3.26,2.3,3.23,2.66,2.15,1.7,0.82,1,3.61,1.19,2.93,1.65,1.98,1.34,2.5,0.33,3.81,2.31,2.18,1.53,3.75,2.07,3.24,4.9,1.19,7.26,2,2.1,1.07,2.94,3.72,2.49,3.72,0.74,0.84,2,2.47,1.94,1.1,0.83,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,2.49,1.91,6.68,0.88,4.21,2.03,4.89,5.32,2.64,3.72,2.65,3.26,0.4,2.62,0.92,6.94,2.28,4.45,2.69,2.5,3.96,5.34,5.57,1.88,0.77,0.4,1.23,1.18,2.3,1.14,3.89,1.34,1,0.53,1.37,2.74,3.1,2.72,0.92,2.69,2.3,3.02,4.82,1.03,3.91,4.25,1.39,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,2.03,3.4,1.55,3.58,3.86,4.52,6.53,1.13,7.07,1.78,1.79,1.52,1.42,2.03,2.86,2.85,2.65,3.68,6.33,3.74,1.14,2.48,2.82,2.54,5.87,1.43,0.51,3.27,1.89,4.19,4.87,2.68,3.53,1.61,2.57,5.48,1.98,3.39,1.56,6.17,1.6,1.7,2.13,3.78,7.02,1.03,3.59,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,3.09,3.07,2.42,4.57,1.39,1.49,4.49,7.32,2.87,2.69,4.2,3.43,7.42,2.49,4.07,1.88,1.04,1.32,1.87,3.56,1.83,2.87,0.73,7.98,1.81,2.56,2.99,1.23,1.9,1.66,3.68,2.19,2.63,2.03,0.55,2.32,2.81,0.54,1.55,3.98,3.47,1.7,2.55,2.94,2.23,6.06,1.65,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,3.5,4.31,6.55,2.1,3.06,4.06,1.12,6.93,2.69,8.16,3.4,0.79,4.33,6.12,1.55,1.6,7.93,1.51,8.8,4.95,5.03,5.53,3.14,4.05,0.69,4.57,3.85,3.15,3.6,2.86,9.21,2.93,1.97,6.58,7.78,2.93,8.36,4.1,6.01,4.32,5.23,2.11,4.41,6.86,4.61,1.63,0.59,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,,2.76,4.05,4.65,4.23,7.62,3.94,2.02,3.69,5.89,4.13,4.55,1.64,3.85,5.6,5.73,4.94,1.91,2.42,4.65,3.66,2.85,5.59,6.6,1.72,1.29,5.65,7.14,3.54,0.86,3.93,2.15,1.66,4.93,5.61,3,1.45,0.68,4.5,5.16,2.25,3.5,5.08,3.46,6.34,1.34,3.32,2.35,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,,0.64,3.72,1.75,9.17,2.34,2.37,0.89,4.36,4.39,4.13,1.07,2.98,1.85,6.06,2.07,2.48,1.87,1.12,4.83,1.83,3.83,2.62,3.85,6.78,5.33,4.32,2.55,6.22,5.32,2.32,3.25,3.94,1,2.44,4.53,4.17,5.14,6.77,10.57,4.64,1.77,11.13,8.55,4.46,2.07,3.25,6.24,4.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,,29.9,33.12,37.38,39.21,42.42,31.27,40.89,40.76,38.25,38.7,34.41,26.72,36.82,40.19,28.59,36.67,31.76,29.55,40.5,28.1,28.15,41.1,32.32,35.8,36.52,31.45,33.39,39.86,29.26,28.74,48.2,33.95,31.65,37.08,33.68,33.92,36.41,40.08,38.04,41.79,36.84,41.5,46.72,44.09,32.63,33.5,36.41,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
