CHATHAM-MIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ762687,Long,0.5325,Lat,51.3907,Elevation,137,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,5.14,1.2,1.96,0.25,1.21,0.96,1.66,2.02,1.43,1.36,1.07,0.85,0.65,1.62,1.13,0.3,2.73,2.76,1.77,0.54,0.25,0.39,2.51,2.92,0.34,0.92,2.14,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.22,1.06,2.66,1.36,1.25,0.85,2.64,1.54,2.08,1.23,0.43,0.73,2.22,0.8,0.05,1.38,3.5,1.37,1.28,0.44,2.07,0.73,3.69,4.35,1.01,1.19,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.51,0.87,0.77,0.38,0.96,1.07,0.56,1.6,1.25,1.18,1.42,2.03,1.16,2.18,2.25,1.39,0.46,0.74,1.45,2.64,3.34,1.57,0.47,0.98,1.56,1.69,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,2.53,1.97,2.08,1.84,0.34,2.23,1.82,1.54,1.42,1.91,1.49,1.24,2.3,2.29,0.41,1.19,0.04,2.09,1.46,0.54,1.66,1.4,2.88,1.27,2.08,0.4,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.39,3.46,1.73,0.1,0.79,0.86,2.2,0.72,2.9,2.38,2.01,0.29,2.29,1.42,2.52,1,1.04,1.3,0.43,0.3,1,2.92,1.02,1.08,0.89,1.68,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,0.94,0.69,2.92,3.96,2.55,2.68,2.43,1.31,1.06,0.15,1.55,1.55,1.83,2.15,2,3.64,1.07,2.28,0.18,2.85,3.14,1.45,1,2.19,0.52,1.39,5.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,2.99,1.49,2.62,2.47,0.6,2.64,2.83,2.26,0.22,1.82,1.1,3.71,2.69,3.45,2.27,3.53,3.05,4.09,3.14,1.97,0.49,0.57,1.35,1.1,1.08,1.52,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.01,5.06,3.08,1.36,3.02,1.12,0.42,1.34,0.96,1.64,1.4,4.01,3.55,2.74,2.48,5.13,0.97,2.61,1.98,2.43,1.82,1.28,0.82,2.22,1.18,2.98,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,0.44,0.88,2.51,2.18,1.96,3.06,2.55,3.84,4.1,0.83,3.33,2.18,2.13,0.9,0.81,2.23,1.53,1.71,0.82,4.01,2.28,0.29,1.98,0.78,1.05,1.32,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,1.51,2.35,0.55,6.72,2.71,5.12,2.09,1.14,3.22,1.86,1.39,1.21,4.63,0.83,4.79,6.48,3.62,3.86,2.34,3.28,0.31,2.53,1.82,1.66,1.76,1.65,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
