EPSOM-SEWAGE-FARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TQ207620,Long,-0.268405,Lat,51.344277,Elevation,125,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,1.94,1.16,2.57,3.23,,,0.85,1.16,2.92,3.31,2.11,1.76,2.52,1.72,1.99,1.77,2.79,2.6,3.15,1.09,2.83,1.27,2.33,1.83,2.17,0.67,4.1,4.98,2.41,3.82,2.05,1.78,2.58,4.85,1.53,1.45,1.43,1.6,2.87,1,0.85,3.79,2.02,1.11,1.21,2.84,3.87,1.88,2.28,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,3.28,0.81,1.77,0.68,,,3.55,0.78,0.98,1.82,0.62,0.18,1.96,3.92,0.57,3.65,2.17,4.05,1.4,0.34,0.49,1.42,0.2,3.5,0.25,3.1,2.19,4.06,0.44,0.96,1.55,2.02,0.46,1.66,0.84,1.12,2.24,1.27,1.08,1.08,4.5,7.32,0.93,1.27,2.22,1.63,0.33,3.08,1.95,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,0.99,1.25,3.19,2.52,,,4.2,1.34,0.77,2.99,1.4,1,1.68,1.88,0.68,0.47,0.26,2.42,1.67,0.09,1.67,0.69,1.56,2.6,2.2,0.19,1.16,3.9,0.51,1.11,3.29,3.43,1.49,0.27,0.08,1.24,1.15,4.53,0.72,1,0.87,3.44,2.74,0.39,1.93,1.14,0.82,0.82,1.27,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,1.45,1.86,0.03,2.37,,,1.22,2.43,3.78,2.82,2.41,0.86,2.28,1.78,3.64,2.63,3.49,1.76,1.26,0.83,1.23,4.66,2.31,0.69,2.41,2.93,1.78,2.68,0.09,2.38,1.45,1.95,1.16,0.83,1.52,1.25,2.34,2.06,1.35,1.82,2.8,3.01,1.05,2.51,0.36,0.29,1.45,0.36,1.14,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,1.7,4.04,1.31,1.7,,,2.09,1.8,1.83,0.2,0.7,2.01,0.68,2.48,2.92,1.55,1.22,1.31,1.53,1.27,2.37,2.35,4.2,2.9,0.6,1.22,0.49,2.27,1.79,1.64,1.26,1.79,3.17,2.3,0.66,2.58,3.05,1.5,2.01,2.1,1.62,2.17,3.02,1.58,2.69,3.44,0.23,1.41,2.46,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,1.71,1.69,3.08,0.25,,,1.86,1.94,0.97,1.07,1.71,0.09,1.06,0.39,2.51,0.1,4,3.27,2.15,0.99,0.47,2.05,1.08,1.93,1.39,3.72,3.06,1.83,0.51,1.67,0.41,1.85,1.07,1.3,2.13,1.39,2.85,3.34,1.93,0.88,1.52,1.22,1.9,1.8,3.76,2.18,1.78,0.88,3.9,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,2.17,0.35,1.25,2.43,,,1.38,4.75,5.84,1.94,3.85,0.29,3.87,3.42,3.01,3.29,1.63,2.8,1.74,1.13,1.95,3.59,2.73,1.81,1.38,1.24,3.7,1.24,0.97,2.09,2.37,2.79,2.02,1.52,1.67,3.4,1.24,1.74,0.94,0.62,3.12,2.07,0.88,3.44,3.06,1.59,5.13,2.2,1.89,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,2.67,1.03,5.59,1.92,,,3.2,4.42,0.96,2.56,1.62,1.09,2.26,1.89,3.5,2.05,1.42,3.98,2.48,1.59,2.74,4.85,0.6,0.64,1.88,3,1.36,1.73,1.69,1.68,0.09,3.99,1.72,1.38,1.98,1.44,4.48,0.34,3.51,1.5,2.52,3.5,2.73,1.59,2.03,1.24,3.39,4.04,2.83,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,0.9,1.29,3,2.03,,,1.58,1.86,4.87,1.5,2.93,1.24,1.68,1.2,2.78,2.37,1.02,4.81,0.88,0.08,2.61,2.49,1.91,2.28,1.28,3.12,2.74,1.67,2.25,1.41,1.2,0.28,1.59,2.34,1.92,1.91,3.55,1.34,1.08,0.46,2.33,2.94,3.27,2.52,2.39,1.59,2.1,2.59,4.55,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,3.24,2.97,3.11,3.55,,,3.83,3.56,1.46,0.72,2.19,0.6,0.88,5.04,3.4,2.15,3.32,1.96,4.82,3.2,0.86,0.81,5.25,1.57,1.56,3.02,1.94,2.88,2.36,6.05,2.4,1.05,3.48,2.99,3.38,2.65,0.96,0.2,2.36,5.88,0.45,0.87,3.02,3.46,2.32,3.12,1.09,1.69,2.82,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
