"ST LAWRENCE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR3110,,,,,,,,,,,
,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,
January,0.65,2.78,1.45,2.47,3.45,2.15,4.59,,,,,
February,2.93,4.06,1.13,3.43,2.29,3.34,0.72,,,,,
March,0.91,2.54,0.79,0.78,1.84,1.52,3.11,,,,,
April,1.76,1.13,3.30,1.56,1.16,0.91,1.83,,,,,
May,0.37,1.21,1.00,2.54,1.15,2.33,3.43,,,,,
June,1.98,1.99,2.28,1.35,2.00,2.51,,,,,,
July,2.64,1.87,2.83,2.21,2.09,0.70,,,,,,
August,0.57,4.11,2.01,0.73,1.12,0.40,,,,,,
September,5.25,1.77,2.62,4.36,3.25,3.81,,,,,,
October,8.34,1.68,8.14,2.76,1.32,3.73,,,,,,
November,5.25,4.10,4.02,5.00,0.50,3.13,,,,,,
December,5.28,4.71,3.16,1.25,4.84,1.81,,,,,,
Total,35.93,31.95,32.73,28.44,25.01,26.34,,,,,,
Calc annual,35.93,31.95,32.73,28.44,25.01,26.34,13.68,0.00,0.00,0.00,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
