DALTON (LANCASHIRE),,,,,,,,,,,,,,,,,,,,
Grid ref,SD226738,Long,-3.186657,Lat,54.15416,Elevation,143,ft,,,,,,,,,,,,
Station no,RR1708,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819
January,,,,,,,5.4,2.73,3.88,6.58,2.85,2.88,2.65,,,,,,,
February,,,,,,,4.02,4.59,1.85,4.53,2.54,6.42,3.92,,,,,,,
March,,,,,,,1.43,1.52,0.55,1.13,6.03,2.44,5.03,,,,,,,
April,,,,,,,0.74,3.66,1.78,2.2,1.12,4.29,1.54,,,,,,,
May,,,,,,,2.58,3.97,4.14,3.85,0.75,7.4,3.36,,,,,,,
June,,,,,,,1.45,2.26,1.84,4.26,1.87,4.66,3.31,,,,,,,
July,,,,,,,4.38,3.74,3.91,3.45,3.89,3.16,3.61,,,,,,,
August,,,,,,,7.15,2.92,4.87,7.25,4.18,4.47,2.36,,,,,,,
September,,,,,,,3.94,10.27,3.05,5.57,2.62,4.98,3.5,,,,,,,
October,,,,,,,3.08,6.08,6.53,1.66,4.7,7.28,4.36,,,,,,,
November,,,,,,,8.37,4.93,5.2,2.8,5.1,6.49,4.21,,,,,,,
December,,,,,,,7.27,3.26,2.39,7.08,7.19,3.93,0.9,,,,,,,
Total,,,,,,,49.81,49.93,39.99,50.36,42.84,58.4,38.75,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"The record provides no information regarding specific location, elevation or anything",,,,,,,,,,,,,,,,,,,,
TYRain_1677-1886_B_pt2-page-034.csv lies between records for two sites for Lancaster.,,,,,,,,,,,,,,,,,,,,
TYRain_1677-1886_B_pt2-page-072.csv lies between records for Yealand Conyers (just north of Lancaster) and White Holme Blackstone Edge (Rochdale),,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
"There are 2 Daltons in Lancashire: Dalton, near Skelmersdale (SD495080) and Dalton in Furness (SD226738); the latter formerly in North Lancs now in Cumbria.",,,,,,,,,,,,,,,,,,,,
Dalton has Ashurst Hall as a possible site for a rain gauge. Current house built in early 19th century but on the site of an earlier 17th manor,,,,,,,,,,,,,,,,,,,,
"The Ashurst family lived there in the 17th century when William was an MP - Parliamentarian and a ""zealous puritan"".",,,,,,,,,,,,,,,,,,,,
Its church was only founded in 1870 when a tithe barn was converted into a church,,,,,,,,,,,,,,,,,,,,
Grid ref,SD495080,Long,-2.7639594,Lat,53.566168,Elevation,391,ft,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Dalton-in-Furness is a town that rapidly expanded in the 1800s when the local iron mines became very important and extensive.,,,,,,,,,,,,,,,,,,,,
The Ashburner family was prominent in the town but mainly involved in the  East India Company ,,,,,,,,,,,,,,,,,,,,
"Tytup Hall was occupied by Father Thomas West, who had strong antiquarian and literary interests, publishing Antiquities of Furness and a Guide to the Lakes, but died in 1779",,,,,,,,,,,,,,,,,,,,
St Mary's church was only built in 1885 but there was a church on the site before (described in 1805) and there are several remains dating back to the 15th/16th centuries,,,,,,,,,,,,,,,,,,,,
Grid ref,SD226738,Long,-3.186657,Lat,54.15416,Elevation,143,ft,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Slightly favour Dalton in Furness due mainly to location within the rainfall record books,,,,,,,,,,,,,,,,,,,,
