GREAT BERKHAMSTEAD NORTHCHURCH,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,RR6485,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,4.55,2.22,,,,,,,
February,,,,1.09,2.38,,,,,,,
March,,,,2.45,0.76,,,,,,,
April,,,,0.86,2.12,,,,,,,
May,,,,2.99,1.23,,,,,,,
June,,,,1.92,1.43,,,,,,,
July,,,,2.89,0.71,,,,,,,
August,,,,2.14,1.70,,,,,,,
September,,,,2.17,3.77,,,,,,,
October,,,,3.10,3.34,,,,,,,
November,,,,2.20,2.50,,,,,,,
December,,,,0.71,2.95,,,,,,,
Total,,,,27.07,25.11,,,,,,,
Calc annual,0.00,0.00,0.00,27.07,25.11,0.00,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,NaN,-0.00,0.00,NaN,NaN,NaN,NaN,NaN,,
