"LOCKWOOD BECK RES",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3478,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,,1.85,1.35,2.58,0.90,3.40,2.56,1.47,,
February,,,,3.30,1.36,0.91,2.59,2.31,0.88,2.46,,
March,,,,3.11,2.09,0.40,2.39,2.49,1.26,0.85,,
April,,,,1.73,0.97,1.11,2.82,3.50,2.18,2.05,,
May,,,,2.83,3.67,1.21,1.54,3.36,2.95,3.26,,
June,,,,1.59,1.02,2.17,1.41,2.00,2.48,2.71,,
July,,,,1.94,1.33,3.57,4.15,3.34,0.81,5.30,,
August,,,,2.04,2.17,2.52,2.69,5.27,5.76,2.98,,
September,,,6.73,1.59,2.48,1.64,4.28,3.82,1.80,1.15,,
October,,,5.76,3.15,1.64,4.12,1.68,2.45,1.88,1.34,,
November,,,6.26,2.18,3.08,8.83,3.40,2.24,7.95,3.99,,
December,,,4.86,0.71,4.90,1.82,6.15,2.39,5.76,0.89,,
Total,,,,26.02,26.06,30.88,34.00,36.57,36.27,28.45,,
Calc annual,0.00,0.00,23.61,26.02,26.06,30.88,34.00,36.57,36.27,28.45,,
Difference,NaN,NaN,NaN,0.00,0.00,-0.00,0.00,0.00,0.00,-0.00,,
