"GUISBOROUGH LOCKWOOD BECK",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3478,,,,,,,,,,,
,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,,
January,2.28,,,,,,,2.40,0.92,3.16,,
February,2.50,,,,,,,1.98,1.99,1.28,,
March,3.00,,,,,,,4.20,3.10,2.01,,
April,1.06,,,,,,,1.72,2.60,2.44,,
May,3.04,,,,,,,0.92,2.94,3.77,,
June,3.42,,,,,,,2.58,1.59,1.19,,
July,2.64,,,,,,,1.36,1.60,1.13,,
August,4.40,,,,,,,3.55,2.48,1.05,,
September,2.30,,,,,,,3.26,0.18,3.95,,
October,3.10,,,,,,,1.60,4.90,4.25,,
November,4.82,,,,,,,2.90,3.65,1.99,,
December,2.42,,,,,,,1.99,1.47,3.05,,
Total,34.98,,,,,,,28.46,27.42,29.27,,
Calc annual,34.98,0.00,0.00,0.00,0.00,0.00,0.00,28.46,27.42,29.27,,
Difference,-0.00,NaN,NaN,NaN,NaN,NaN,NaN,0.00,0.00,0.00,,
