NASEBY WOOLLEYS,,,,,,,,,,,,
,,,,,,,,,,,,
Station no,1090/2,,,,,,,,,,,
,,,,,,,,,,,,
,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,,
January,,,4.26,1.54,2.37,2.75,,,,,,
February,,,1.68,1.30,2.56,1.60,,,,,,
March,,,1.51,2.59,0.87,0.81,,,,,,
April,,,2.60,0.70,1.53,1.71,,,,,,
May,,,2.20,2.67,1.27,2.05,,,,,,
June,,,4.28,4.08,0.62,3.77,,,,,,
July,,,4.69,1.88,0.86,6.03,,,,,,
August,,,3.02,2.62,2.25,1.46,,,,,,
September,,,2.17,1.02,3.29,3.03,,,,,,
October,,,4.08,2.13,2.67,6.51,,,,,,
November,,,3.88,2.38,2.23,4.17,,,,,,
December,,,4.45,0.52,1.44,1.29,,,,,,
Total,,,38.82,23.43,21.96,35.18,,,,,,
Calc annual,0.00,0.00,38.82,23.43,21.96,35.18,0.00,0.00,0.00,0.00,,
Difference,NaN,NaN,-0.00,0.00,0.00,0.00,NaN,NaN,NaN,NaN,,
