"HACKNEY CLAPTON POND",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,2.24,2.06,2.52,1.08,2.78,1.80,,,,,,
February,0.51,0.22,1.77,2.78,0.57,2.77,,,,,,
March,1.35,1.09,1.28,2.19,0.53,0.53,,,,,,
April,2.90,1.15,2.65,1.34,2.87,1.67,,,,,,
May,0.44,1.03,0.67,2.02,2.78,1.38,,,,,,
June,1.65,0.53,1.17,0.38,2.43,0.12,,,,,,
July,3.30,0.19,3.58,2.28,4.25,3.75,,,,,,
August,1.66,1.58,2.35,1.98,2.45,2.56,,,,,,
September,2.96,2.29,2.01,0.94,2.51,1.90,,,,,,
October,0.74,0.90,0.92,5.03,3.39,2.87,,,,,,
November,1.08,1.87,1.41,1.44,2.57,1.46,,,,,,
December,1.96,1.14,2.93,1.86,3.26,2.63,,,,,,
Total,20.79,14.05,23.26,23.32,30.39,23.44,,29.32,,,,
Calc annual,20.79,14.05,23.26,23.32,30.39,23.44,0.00,0.00,0.00,0.00,0.00,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,NaN,29.32,NaN,NaN,NaN,
