EASTRY-WALTON-HOUSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TR311550,Long,1.311,Lat,51.2478,Elevation,55,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,2.74,1.15,2.08,1.46,2,3.98,2.83,1.34,3.17,0.79,5.27,1.78,1.81,0.1,1.41,0.26,1.72,2.18,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,1.34,1.81,2.94,0.48,1.27,0.74,1.69,1.1,0.72,2.12,1.84,1.18,3.71,1.66,1.85,1.15,2.68,2.4,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,2.23,0.36,2.93,1.87,1.33,2.3,1.34,0.81,0.52,2.04,2.71,2.04,0.7,0.8,1.43,1.25,1.34,1.32,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,1.99,0.92,2.22,1.65,0.24,1.77,1.34,1.54,2.34,0.8,1.4,2.51,2.43,1.96,1.58,0.67,2.76,1.42,1.49,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,1.29,3.4,1.96,2.74,1.45,0.54,3.35,1.16,0.9,2.14,1.21,1.3,3.66,2.96,0.34,1.06,1.29,2.93,0.1,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,2.31,1.15,0.74,0.78,0.47,2.63,2.77,2.2,1.42,2.07,1.27,2.16,0.54,2.25,3.28,2.39,1.94,1.06,0.91,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,1.85,1.75,0.92,0.41,1.46,2.09,3.49,0.83,0.59,5.45,0.32,1.68,0.68,4.1,1.98,0.99,1.98,1.64,1.95,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,3.18,1.38,3.69,1.62,0.79,0.64,0.86,1.46,1.57,1.61,2.93,2.37,2.55,2.88,0.93,3.94,1.27,0.64,0.58,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,4.25,0.94,1.77,1.45,2.14,3.31,1.61,2.81,3.38,1.62,2.76,1.38,0.67,3.15,3.15,2.74,2.94,2.86,2.59,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,0.42,1.78,1.66,3.02,4.57,2.08,3.61,3.91,1.97,2.24,1.52,2.51,4.42,0.57,9.23,4.95,4.77,1.91,3.52,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
