"CARNOUSTIE",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5594,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,1.85,2.93,3.84,1.17,2.60,1.76,3.82,1.74,4.23,1.31,2.03,
February,1.49,0.17,2.09,3.96,0.85,3.64,4.35,1.22,1.46,1.79,1.11,
March,1.69,2.21,1.92,1.47,0.84,1.55,0.82,2.75,3.92,0.44,1.53,
April,1.63,1.03,1.53,2.11,1.84,2.63,2.33,0.94,0.78,1.48,2.15,
May,2.85,2.67,1.02,1.61,3.32,3.58,2.01,2.32,1.24,2.57,1.34,
June,0.92,0.72,1.79,0.82,1.99,0.77,2.54,2.02,4.00,1.65,1.85,
July,2.10,1.90,3.42,1.48,4.14,1.25,2.53,3.39,1.55,3.42,2.20,
August,2.98,2.54,1.74,4.37,3.43,1.68,2.03,3.45,4.25,3.64,6.99,
September,1.80,1.15,2.32,2.25,4.08,3.14,4.11,6.66,2.28,0.68,5.04,
October,2.15,1.82,1.84,2.18,4.23,1.88,5.19,4.87,3.42,2.47,3.30,
November,1.76,1.95,1.28,2.38,1.85,1.01,4.06,1.61,2.61,3.81,3.76,
December,3.12,1.19,1.61,2.54,2.80,1.88,0.34,2.45,2.21,4.28,2.41,
Total,24.34,20.28,24.40,26.34,31.97,24.77,34.13,33.42,31.95,27.54,33.71,
Calc annual,24.34,20.28,24.40,26.34,31.97,24.77,34.13,33.42,31.95,27.54,33.71,
Difference,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,-0.00,
