NEATH-GLYNFELIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SS738987,Long,-3.826438,Lat,51.672853,Elevation,180,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,1.97,6.19,8,4.09,6.15,5.98,2.45,5.2,8.66,9.08,8.72,6.02,4.76,6.32,4.51,9.17,5.84,13.09,3.2,9.02,5.87,8.21,4.13,7.5,1.6,6.99,6.61,8,7.78,4.37,4.05,6.27,8.62,6.72,5.21,7.32,4.38,12.9,2.81,2.13,8.15,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,4.9,3.69,2.47,6.71,8.56,6.79,2.58,4.72,5.19,3.13,0.1,6.73,10.89,0.71,9.36,5.7,4.8,6.39,1.2,0.73,6.06,0,4.16,0.71,5.89,2.12,8.2,3.1,4.7,5.96,5.34,0.48,3.8,2.46,7.99,4.96,0.83,3.12,2.59,9,5.56,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,2.34,7.6,8.39,9.52,1.77,2.29,2.7,2.91,6.38,7.16,5.2,4.28,2.64,2.61,1.48,1.22,5.31,4.23,1.95,2.59,1.19,2.53,3.64,4.13,1.1,3.53,2.72,1.25,2.36,4.56,4.03,4.51,1.88,0.56,3.57,1.65,9.65,2.72,3.07,3.32,6.39,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,4.4,0.24,7.36,2.13,2.9,2.71,2.3,2.15,2.13,7.32,1.36,3.26,3.22,4.33,3.55,2.8,2.45,1.53,0.87,3.53,3.91,4.22,2.25,4.46,6.52,3.51,3.78,0.22,4.42,3.87,1.74,1.93,1.93,4.44,3.13,1.75,4.25,2.92,4.45,4.79,4.76,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,1.88,1.91,2.36,3.3,2.46,3.55,3.2,2.47,1.32,3.76,2.84,2.93,4.12,3.5,6.63,3.55,2.51,1.11,4.51,3.12,4.46,7.04,2,2.84,1.96,1.19,2.21,5.78,0.98,1.26,2.83,7.79,4.74,2.16,4.94,3.36,3.01,3.88,4.7,2.15,3.04,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,1.6,8.32,3.4,1.5,2.16,4.71,2.81,2.54,2.51,3.9,0.94,2.03,1.53,3.17,0,2.81,4.78,6.38,3.37,3.25,5.6,2.64,2.35,2.57,5.81,3.35,3,3.99,4.14,0.81,1.52,0.36,6.02,3.97,6.59,6.98,3.18,6.56,0.53,3.23,1.84,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,0,4.68,0.9,4.87,6.57,2.53,4.2,7.35,1.02,9.36,2.75,6.9,4.34,7.31,3.38,2.81,5.27,4.14,5.52,4.78,8.11,6.47,6.29,0.95,1.23,8.36,4.22,5.61,11.09,4.39,4.52,5.98,5.08,4.81,5.2,5.13,5.11,3.72,1.31,6.49,1.37,2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,3.38,10.95,1.86,6.67,3.97,5.6,10.27,3.7,3.47,3.35,6.34,5.39,6.46,8.45,9.98,6.83,6.83,5.3,5.38,6.3,6.7,1.22,1.88,4.33,1.97,2.35,1.69,5.01,3.92,0.47,7.22,6.27,6.32,4.37,3.71,9.18,0.56,9.62,3.42,10.18,10.71,7.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,2.59,1.32,4.42,4.08,1.97,3.91,3.71,13.54,3.23,5.02,2.92,5.47,6.35,6.62,5.01,2.03,7.8,1.87,1.06,6.64,2.5,7.21,1.91,6.04,9.49,3.84,4.32,2.37,0.81,3.15,0.43,4.65,7.48,6.15,4.78,10.49,3.13,6.33,2.31,11.64,6.43,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,2.52,6.58,4.96,1.76,4.81,12.96,9.17,5.98,2.23,4.65,2.77,1.95,9.19,6.77,6.58,4.65,4.23,10.47,8.32,9.12,2.3,10.6,9.17,4.79,8.67,3.26,4.3,9.71,4.91,6.24,4.39,5.93,5.59,8.15,6.44,1.78,1.6,6.65,10.18,5,1.33,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
