MAIDEN-BRADLEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST803387,Long,-2.283012,Lat,51.147219,Elevation,620,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,1516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,2.21,3.69,5.17,4.31,,,1.44,1.25,4.82,2.99,2.42,2.96,3.23,4.09,1.7,2.28,0.95,6.45,5.15,2.55,1.56,4.55,5.22,1.06,7.32,1.15,3.06,1.96,5.21,2.62,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,2.36,5.67,2.97,5.09,,,1.7,3.16,0.97,0.06,1.93,5.32,4,0.15,0.74,4.42,3.4,3.77,5.53,1.91,1.48,2.88,5.62,0.93,3.65,2.64,2.37,1.13,6.56,3.95,4.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,1.51,1.76,4.04,1.45,,,4.68,3.63,2.06,3,0.99,0.84,2.95,3.36,4.64,4.47,0.93,1.36,1.81,2.75,2.21,5.22,2.36,4.78,2.65,1.23,5.19,6.06,1.2,3.56,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,6.08,0.95,2.07,3.25,,,3.12,3.98,3.76,0.9,1.03,0.06,3.29,4.54,0.87,4,2.43,3.86,2.15,2.87,2.59,3.55,2.17,2.67,1.48,5.06,3.07,3.13,3.3,2.9,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,1.75,1.57,2.32,4.45,,,1.78,2.64,2.01,3.56,1.35,1.47,2.92,0.56,0.15,1.85,6.1,1.78,3.26,1.43,2.25,4.15,3.37,0.5,4.42,3.42,2.81,1.53,2.45,2,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,5.43,3.48,4.32,1.34,,,3.19,2.85,3.92,1.53,1.73,1.4,2.85,1.02,1.58,3.02,2.31,1.51,3.36,1.24,3.63,4.53,1.35,4.61,2.84,3.34,0.49,4,6.51,3.07,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,5.06,3.25,5.27,0.3,,,7.05,3.59,3.6,3.77,2.35,5.04,6.88,4.88,1.21,2.88,0.51,1.3,1.76,2.53,1.63,5.3,4.41,0.61,1.32,2.33,3.02,4.69,3.58,0.07,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,2.73,1.98,1.86,2.73,,,2.32,4.62,3.66,7.6,4.96,1.88,2.99,4.23,3.21,4.84,1.89,2.08,2.73,2.49,4.8,5.35,4.9,6.08,2.41,2.64,4.93,3.52,5.25,1.41,10.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,3.93,5.61,2.6,5.91,,,1.82,2,1.35,2.8,3.26,3,2.66,1.16,7.61,3.6,1.91,4.05,1.12,2.91,1.71,3.09,2.91,2.21,1.48,0.64,2.91,5.56,0.46,1.5,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,7.27,4.09,0.73,5.24,,,2.22,4.71,1.76,10.68,5.21,4.11,4.59,5.4,3.55,1.77,5.13,2.82,3.42,2.41,3.23,8.28,2.73,2.69,8.12,7.37,2.34,10.43,7.06,4.69,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November,,,5.02,5.56,2.41,4.28,,,7.65,2.07,3.01,4.73,2.86,2.8,8.02,7.78,1.07,1.4,4.75,4.89,3.61,1.23,4.29,2.68,2.86,4.65,5.56,4,2.25,1.29,6.1,4.88,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December,,,5.54,1.6,5.7,1.83,,,4.55,3.32,2.35,7.31,2,3.84,4.21,3.65,6.57,7.27,4.2,2.98,6.53,7.85,3.3,4.01,3.38,1.59,3.08,6.92,3.9,6.83,10.5,13.73,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total,,,48.89,39.21,39.46,40.18,,,41.52,37.82,33.27,48.93,30.09,32.72,48.59,40.82,32.9,41.8,34.51,36.85,40.43,32.17,32.68,53.59,41.28,32.38,44.33,40.74,36.34,50.13,58.18,44.38,64.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
***Note states that gauge found to have been defective from 1902 and especially from 1909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
