ANDOVER-RED-RICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,SU339416,Long,-1.5164763,Lat,51.17264,Elevation,277,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,3.72,4.12,4.65,1.65,2.62,6.75,5.28,2.09,5.08,1.7,6.28,1.4,3.47,0.44,1.3,1.49,2.86,3.45,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,2.5,1.45,2.4,2.97,1.43,2.65,1.55,2.98,2.53,3.14,1.22,2.37,4.53,4.38,3.06,2.07,5.32,1.97,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,4.89,2.12,1.53,1.93,1.41,2.64,2.88,0.55,1.25,3.61,1.89,1.09,0.57,1.15,2.38,0.89,0.74,2.48,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,3.3,2.21,1.19,0.98,4.28,2.12,0.75,1.94,1.5,2.51,3.46,2.98,3.02,1.18,1.14,4.12,0.85,2.07,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,1.65,1.28,3.58,1.37,0.81,2.85,1.3,1.48,2.22,0.28,3.54,4.38,2.82,0.66,1.1,2.09,2.03,0.88,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,1.53,0.46,1.81,0.28,3.34,2.95,1.51,1.24,2.93,2.17,0.92,2.38,4.76,1.94,1.94,3.62,2.74,2.76,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,3.25,0.78,0.73,1.48,3.9,2.92,2.09,1.11,4.57,0.66,3.76,1.36,4.11,4.14,1.8,4.01,3.93,2.42,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,2.14,4.12,1.43,1.3,1.34,3.39,3.6,2.12,1.91,2.72,3.44,5.05,5.46,1.17,6.96,1.45,1.29,1.6,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,2.3,3.49,4.41,1.8,4.65,2.09,2.21,4.11,2.25,5.08,1.77,1.37,2.88,4.08,1.82,2.89,3.88,1.4,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,3.54,2.51,2.25,4.5,1.99,5.08,2.15,4.5,5.07,1.61,1.98,3.16,0.9,5.04,1.47,6.79,2.78,0.91,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
