"GLENMORISTON (CEANNACROC)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5711/6,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,,,,,,,,,,,,
February,,,,,,,,,,,,
March,,,,,,,,,,,,
April,,,,,,,,,,,,
May,,,,,,,,,3.26,,,
June,,,,,,,,,1.23,,,
July,,,,,,,,,0.74,,,
August,,,,,,,,,6.59,,,
September,,,,,,,,,3.84,,,
October,,,,,,,,,8.12,,,
November,,,,,,,,,7.07,,,
December,,,,,,,,,29.00,,,
Total,,,,,,,,,,,,
Calc annual,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.85,0.00,,
Difference,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,
