"DOUGLAS (MONKSFOOT)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,5187/5,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,0.77,4.92,5.21,7.00,3.54,5.22,3.90,6.49,6.72,4.05,,
February,3.90,1.34,6.48,1.84,7.98,3.96,0.67,4.96,6.25,5.05,,
March,2.87,1.90,2.79,1.11,3.43,2.22,3.70,5.02,2.64,4.53,,
April,1.83,2.03,3.62,3.02,1.79,2.24,5.38,4.65,5.27,5.10,,
May,5.12,3.13,4.63,3.42,4.93,1.17,4.58,1.34,1.89,2.46,,
June,0.90,1.34,5.21,3.89,4.71,3.15,3.32,5.08,1.08,3.11,,
July,3.88,4.56,2.84,4.40,2.90,4.77,3.84,3.70,2.33,4.74,,
August,7.40,4.14,4.43,4.77,1.71,2.70,0.14,6.04,4.10,6.47,,
September,1.57,5.77,3.40,6.01,7.68,7.74,5.00,6.72,1.44,10.77,,
October,4.45,8.79,8.06,4.38,4.87,0.81,2.73,5.29,6.10,5.84,,
November,3.81,1.59,2.94,9.62,0.67,6.67,4.08,4.21,6.39,4.74,,
December,3.16,7.25,3.38,6.44,3.54,3.83,2.57,5.73,10.25,1.98,,
Total,39.66,46.76,52.99,55.90,47.75,44.48,39.91,59.23,54.46,58.84,,
Calc annual,39.66,46.76,52.99,55.90,47.75,44.48,39.91,59.23,54.46,58.84,,
Difference,-0.00,-0.00,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,,
