"ACKLINGTON (BROOMHILL COLLIERY)",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,3590,,,,,,,,,,,
,,,,,,,,,,,,
,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,,
January,2.84,3.63,2.82,0.93,4.02,1.15,3.24,8.87,0.86,1.75,,
February,5.23,1.87,0.65,1.52,1.59,0.29,0.35,1.64,0.61,5.69,,
March,3.40,0.68,0.87,0.78,0.35,0.88,6.00,0.25,1.27,1.42,,
April,1.17,1.27,1.15,2.90,1.92,0.95,6.12,2.86,0.74,2.44,,
May,1.50,1.31,2.49,3.07,3.24,1.59,3.15,1.44,1.19,2.36,,
June,0.74,1.36,1.39,2.37,2.28,1.40,1.33,3.74,0.76,2.26,,
July,1.97,3.86,1.90,2.70,1.67,3.51,2.47,1.76,2.11,3.36,,
August,3.63,2.56,3.14,2.04,2.80,6.02,0.00,6.78,2.36,5.43,,
September,0.64,2.61,3.02,5.36,1.41,5.49,1.39,2.84,0.92,4.97,,
October,4.30,2.15,2.02,2.88,3.23,1.17,0.40,1.69,4.91,1.24,,
November,3.52,0.60,2.95,4.17,0.59,5.86,1.90,1.46,2.86,6.23,,
December,0.56,2.15,0.82,1.68,1.55,4.60,2.91,2.51,2.96,1.95,,
Total,29.50,24.05,23.22,30.40,24.65,32.91,29.26,35.84,21.55,39.10,,
Calc annual,29.50,24.05,23.22,30.40,24.65,32.91,29.26,35.84,21.55,39.10,,
Difference,0.00,0.00,-0.00,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
