LLANTRISANT-TALYGARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,ST031800,Long,-3.397704,Lat,51.51059,Elevation,250,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,3.27,4.76,1.89,2.96,2.12,12.38,8.85,5.94,4.16,8.34,7.84,2.35,12.45,4.27,6.87,3.59,9.13,3.29,9.45,12.18,4.65,6.55,7.38,2.91,7.31,8.54,9.09,10.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,3.57,0.09,1.22,7,3.8,4.78,9.83,1.61,2.13,4.09,8.72,2.62,5.69,2.6,4.09,0.73,9.1,8.1,4.01,2.14,5.3,8.69,9.11,2,5.02,6.76,2.77,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,3.32,5.82,8.19,5.83,1.8,1.94,1.09,2.39,4.16,6.98,3.92,7.3,5.07,2.76,3.38,5.27,1.46,2.85,10.54,9.98,12.22,2.13,3.98,3.31,2.7,8.4,5.6,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,2.44,2.62,0.83,6.06,1.79,7.65,2.71,6.63,2.84,2.85,4.36,3.09,1.51,4.7,3.04,3.94,4.18,3.6,0.58,6.62,3.22,2.5,3.04,2.19,2.2,2.06,6.61,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,2.93,0.13,0.25,1.92,3.76,3.52,2.31,1.4,2.54,3.84,3.58,0.32,6.76,2.69,2.7,2.44,3.41,2.99,2.22,3.82,2.67,2.88,4.89,3.94,1.44,1.47,5.04,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,2.95,1.18,2.34,3.78,2.03,0.96,2.38,3.62,3.63,1.84,1.47,3.36,2.11,5.47,0.39,2.36,4.74,3.31,8.76,3.32,2.82,1.85,3.63,2.84,1.65,2.03,2.99,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,4.49,6.13,2,2.74,1.83,1.48,1.52,2.1,2.73,4.92,6.02,2.27,1.72,2.53,4.92,4,4.6,0.47,4.84,0.77,7.37,5.57,2.54,3.46,5.11,1.21,6.78,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,5.36,3.82,3.24,7.08,4.09,2.06,4.18,5.06,3.86,8,2.96,4.72,4.33,6.85,9.41,3,6.84,2.25,15.18,1.59,4.47,2.38,3.67,9.98,3.86,2.54,2.81,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,2.05,1.44,12.14,9.39,2.88,4.51,2.04,3.88,3.3,5.68,4.32,2.73,1.71,1.28,3.83,4.85,0.33,3.15,1.47,3.19,3.81,2.17,4.59,3.36,12.5,2.52,3.66,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,6.92,5.37,5.4,1.94,8.56,5.13,8.24,3.85,4.04,13.91,7.35,2.69,8.85,8.86,4.11,10.23,7.38,5.17,6.64,6.59,3.08,5.38,12.58,9.6,3.51,2.53,4.14,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
