"HAYFIELD LEYGATEHEAD MOOR",,,,,,,,,,,,
Grid ref,SK055894,Long,-1.918744,Lat,53.401396,,,,,,,
Station no,2643/9,,,,,,,,,,,
,,,,,,,,,,,,
,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,,
January,,,3.65,2.40,3.00,3.36,4.96,1.74,3.71,1.96,,
February,,,0.90,3.23,3.73,2.52,2.95,2.17,4.11,3.33,,
March,,,2.73,4.46,2.00,3.82,3.50,3.57,3.22,3.12,,
April,,,1.94,2.75,2.65,3.43,2.32,2.51,2.78,2.83,,
May,,,3.75,2.28,3.05,1.08,4.40,4.33,3.23,2.35,,
June,,,1.78,1.31,1.36,2.62,2.15,6.87,2.02,3.90,,
July,,,2.86,3.85,2.02,3.04,3.19,3.35,4.30,7.35,,
August,,,3.34,4.95,4.80,4.03,4.62,5.51,3.30,3.70,,
September,,,1.25,4.61,1.57,3.57,1.96,0.78,4.08,3.35,,
October,,,5.45,8.35,2.17,4.85,5.90,5.85,1.20,5.81,,
November,,,2.15,5.25,3.89,4.23,5.07,3.70,3.90,2.03,,
December,,,3.16,1.40,2.73,0.80,4.15,2.86,3.07,6.19,,
Total,,,32.96,44.84,32.97,37.35,45.17,43.24,38.92,45.92,,
Calc annual,0.00,0.00,32.96,44.84,32.97,37.35,45.17,43.24,38.92,45.92,,
Difference,NaN,NaN,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,,
