"PORTMADOC WERN",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,4385,,,,,,,,,,,
,,,,,,,,,,,,
,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,
January,,7.58,5.24,5.67,5.27,3.53,5.31,7.15,9.36,3.16,7.06,
February,,0.90,7.20,7.14,1.47,7.00,5.74,4.19,5.74,2.62,0.61,
March,,6.95,3.86,1.79,2.01,1.97,1.48,4.48,3.31,1.99,3.44,
April,,1.98,2.92,3.27,3.90,2.92,2.60,1.83,2.23,1.63,3.44,
May,,2.68,2.54,3.76,6.35,4.79,4.13,2.13,1.32,3.29,3.10,
June,,0.80,2.52,2.53,4.18,0.11,3.20,8.22,8.35,3.15,2.72,
July,,3.34,5.53,6.19,5.58,2.64,5.37,3.11,4.40,3.68,3.94,
August,,9.20,4.93,7.23,8.44,6.68,5.35,9.19,7.26,6.71,6.01,
September,,1.68,6.71,8.12,7.00,5.27,2.76,6.43,1.97,2.87,4.19,
October,,6.13,1.07,9.46,5.20,6.27,4.60,5.46,7.59,9.35,9.38,
November,,3.34,4.10,8.32,3.58,3.13,8.51,7.96,9.48,12.00,9.06,
December,,6.48,7.44,6.90,9.42,4.13,1.47,1.77,4.76,8.02,8.72,
Total,,51.06,54.06,70.38,62.40,48.44,50.52,61.92,65.77,58.47,61.67,
Calc annual,0.00,51.06,54.06,70.38,62.40,48.44,50.52,61.92,65.77,58.47,61.67,
Difference,NaN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.00,0.00,0.00,
