DRINKSTONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grid ref,TL958602,Long,0.864041,Lat,52.205233,Elevation,220,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Station no,RR2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January,,,,,,,,,,2.23,2.55,0.68,0.7,1.71,2.02,1.23,4.06,1.36,0.92,0.69,1.46,1.54,2.2,2.48,1.45,2.34,1.28,1.51,2.23,2.23,2.04,2,3.41,1.69,2.48,0.89,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February,,,,,,,,,,0.89,1.76,0.52,0.74,0.35,2.54,1.18,2.34,1.29,1.85,0.36,1.74,1.05,1.35,0.55,1.97,2.64,3.12,0.69,0.87,0.87,0.63,0.22,2.07,3.25,1.04,3.03,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March,,,,,,,,,,0.47,0.89,1.95,1.18,1.8,1.62,1.9,1.93,1.02,2.03,2.75,0.77,2.38,2.38,1.85,3.36,1.24,2.61,2.02,0.71,0.71,1.13,0.84,2.04,1.3,0.44,1.17,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April,,,,,,,,,,1.63,0.97,1.8,1.07,2.51,0.74,1.54,0.93,3.06,2.39,1.58,3.05,0.94,0.32,2.12,0.72,0.81,1.39,1.39,3.42,3.42,4.44,1.54,2.7,1.11,2.22,2.65,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May,,,,,,,,,,2.13,1.13,1.3,2.78,1.74,2.23,1.4,1.28,2.81,1.24,1.62,3.3,1.85,1,1.87,1.01,1.91,1.78,1.12,1.99,1.99,1.62,0.85,0.95,1.51,4.04,2.32,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June,,,,,,,,,,1.32,2.93,1.8,3.73,3.17,0.83,2.86,2.98,2.15,0.64,4.46,2.48,2.96,1.78,0.37,1.02,3.36,3.6,2.1,1.26,1.26,0.91,0.24,0.99,0.52,2.09,0.57,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July,,,,,,,,,,1.72,1.38,0.8,1.58,4.86,2.58,0.48,0.5,2.08,4.19,2.95,2.85,1.22,3.42,1.15,1.8,3.34,1.19,2.74,4.31,4.31,2.97,0.34,3.24,1.63,3.22,1.09,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August,,,,,,,,,,1.7,3.5,0.73,4.84,4.09,1.82,2.32,1.29,1.93,1.97,2.78,3.07,0.86,7.47,0.89,0.53,4.1,4.4,5.52,1.14,1.14,1.8,1.36,1.83,3.01,2.93,3.61,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,,,,,,,,,,3.13,0.53,1.04,1.63,2.73,1.35,1.61,1.78,0.72,1.29,2.47,1.06,1.46,2.38,1.84,0.95,1.46,2.1,1.62,4.52,4.52,2.52,1.58,3.49,2.1,3.14,2.92,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October,,,,,,,,,,1.72,2.01,1.35,1.36,4.6,1.24,2.12,3.75,2.74,1.37,3.94,1.11,2.17,1.7,3.67,2.05,1.03,3.12,3.16,2.2,2.2,0.64,1.6,0.64,3.9,3.96,2.46,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
