ABINGDON (CHRIST'S HOSPITAL),,,,,,,,,,,,
Grid ref,SU487970,Long,-1.297197,Lat,51.669671,,,,,,,
Station no,826/5,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,2.47,1.27,0.86,1.35,2.21,4.00,1.46,2.78,3.34,3.30,,
February,3.85,0.53,1.35,2.02,1.19,0.34,2.53,2.58,0.09,1.43,,
March,3.43,2.13,0.58,1.92,1.21,0.54,1.38,1.02,2.69,0.93,,
April,2.47,1.27,2.09,0.32,0.45,1.46,0.84,0.96,2.40,0.67,,
May,2.67,1.86,1.48,1.70,4.16,0.34,1.57,1.07,0.64,2.19,,
June,1.17,1.32,2.74,3.66,2.44,2.41,1.91,4.02,1.24,2.84,,
July,1.61,0.35,2.95,2.28,0.18,2.48,2.30,2.62,1.72,3.84,,
August,3.85,3.66,1.60,3.23,0.50,3.93,2.36,2.93,1.90,1.86,,
September,2.46,1.51,1.82,1.43,1.76,2.34,3.41,2.86,0.14,3.36,,
October,0.80,3.42,2.05,1.71,1.61,1.45,1.57,2.46,1.68,5.11,,
November,4.95,3.23,1.87,4.09,1.17,0.75,1.65,2.54,1.71,2.83,,
December,1.58,2.39,0.60,1.97,3.02,3.36,2.13,2.55,4.50,4.36,,
Total,31.31,22.94,19.99,25.68,19.90,23.40,23.11,28.39,22.05,32.72,,
Calc annual,31.31,22.94,19.99,25.68,19.90,23.40,23.11,28.39,22.05,32.72,,
Difference,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
