"MARKET DRAYTON OLD SPRINGS",,,,,,,,,,,,
,,,,,,,,,,,,
Station no,2325,,,,,,,,,,,
,,,,,,,,,,,,
,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,,
January,2.04,0.72,4.03,3.41,1.87,3.20,1.12,2.48,1.69,2.29,,
February,2.50,1.41,1.20,1.11,2.20,2.05,3.23,1.14,2.09,1.95,,
March,0.76,1.40,3.83,4.77,2.51,1.18,2.51,2.65,1.47,5.24,,
April,2.38,0.75,0.23,3.67,0.91,1.28,1.23,1.13,1.73,1.73,,
May,2.13,0.69,2.44,2.07,2.72,2.28,2.33,3.50,2.60,0.65,,
June,1.99,2.76,4.33,0.99,1.94,1.64,1.78,1.29,1.19,1.43,,
July,3.23,0.46,3.34,1.46,4.42,6.30,1.88,1.46,3.20,1.86,,
August,3.86,2.13,6.93,2.23,4.77,4.02,2.96,4.60,2.67,2.64,,
September,0.49,1.65,1.05,1.81,1.67,0.55,1.45,1.37,5.65,2.85,,
October,2.13,2.50,2.93,3.08,1.59,2.09,4.22,5.01,1.45,3.61,,
November,5.13,2.64,2.95,2.21,3.25,2.94,2.35,2.31,1.82,1.30,,
December,4.40,4.51,2.05,1.57,7.04,4.84,2.10,1.06,4.09,4.12,,
Total,31.04,21.62,35.31,28.38,34.89,32.37,27.16,28.00,29.65,29.67,,
Calc annual,31.04,21.62,35.31,28.38,34.89,32.37,27.16,28.00,29.65,29.67,,
Difference,0.00,0.00,0.00,-0.00,0.00,-0.00,0.00,0.00,0.00,0.00,,
